datetime,Ocean_Temp_C (Celsius),Ocean_pH,Ocean_Salinity (ppt),Ocean_Conductivity (mS/cm),Ocean_ORP (millivolts),Ocean_BGA_PE (Cells/Liter),Ocean_Chlorophyll (micrograms/Liter),Ocean_DO_sat (%)
2018/11/10 05:00:00,21.349998,8.272499,31.464998,44.712498,802,341.199982,132.199997,90
2018/11/10 05:15:00,21.309999,8.272499,31.464998,44.737499,800,322.799988,100.599998,90
2018/11/10 05:30:00,21.33,8.272499,31.459999,44.712498,802,324.399994,209.799988,89.5
2018/11/10 05:45:00,21.349998,8.272499,31.459999,44.681248,800,230.599991,126.799995,89.5
2018/11/10 06:00:00,21.205,8.272499,31.455,44.643749,800,241.299988,156.199997,89.5
2018/11/10 06:15:00,21.205,8.272499,31.455,44.537498,804,254.799988,153,89.5
2018/11/10 06:30:00,21.205,8.272499,31.455,44.706249,800,260,117.099998,89.5
2018/11/10 06:45:00,21.309999,8.272499,31.455,44.524998,804,415.799988,145.599991,89.5
2018/11/10 07:00:00,21.33,8.272499,31.464998,44.6875,800,252.299988,211.399994,89.5
2018/11/10 07:15:00,21.309999,8.272499,31.459999,44.6875,804,254.099991,145.399994,89.5
2018/11/10 07:30:00,21.33,8.272499,31.464998,44.512497,804,367.799988,157.399994,89.5
2018/11/10 07:45:00,21.33,8.272499,31.469999,44.568748,804,184.399994,218.799988,89.5
2018/11/10 08:00:00,21.33,8.272499,31.469999,44.706249,804,225.599991,155.199997,90
2018/11/10 08:15:00,21.33,8.272499,31.48,44.743748,806,263,137.599991,90
2018/11/10 08:30:00,21.33,8.272499,31.48,44.512497,808,240.599991,117.599998,90.5
2018/11/10 08:45:00,21.33,8.272499,31.49,44.556248,810,266.799988,106.899994,90.5
2018/11/10 09:00:00,21.33,8.272499,31.494999,44.599998,804,177,197.199997,91
2018/11/10 09:15:00,21.349998,8.272499,31.379999,44.881248,804,158.799988,132.799988,91.5
2018/11/10 09:30:00,21.349998,8.272499,31.389999,44.78125,808,301.599976,109.899994,91.5
2018/11/10 09:45:00,21.474998,8.272499,31.394999,44.931248,804,241.699997,159.799988,92
2018/11/10 10:00:00,21.474998,8.272499,31.4,44.831249,804,185.299988,174.199997,93
2018/11/10 10:15:00,21.474998,8.272499,31.41,44.875,804,211,126.199997,93.5
2018/11/10 10:30:00,21.474998,8.272499,31.419998,44.899998,804,170.5,130.199997,94.5
2018/11/10 10:45:00,21.474998,8.272499,31.424999,44.887497,804,175.199997,125.299995,94
2018/11/10 11:00:00,21.494999,8.272499,31.434999,44.78125,804,260.399994,215.799988,95
2018/11/10 11:15:00,21.494999,8.272499,31.445,44.831249,806,313.599976,120.5,95.5
2018/11/10 11:30:00,21.619999,8.272499,31.455,44.78125,804,250.399994,137.599991,96
2018/11/10 11:45:00,21.619999,8.272499,31.459999,44.987499,800,208.299988,142.599991,96
2018/11/10 12:00:00,21.514999,8.334999,31.469999,44.787498,804,103.199997,96.799995,96
2018/11/10 12:15:00,21.619999,8.272499,31.474998,44.756248,804,162.699997,143,97
2018/11/10 12:30:00,21.514999,8.334999,31.484999,44.887497,800,163.199997,78.899994,97
2018/11/10 12:45:00,21.514999,8.334999,31.494999,44.875,800,172.399994,102.599998,97.5
2018/11/10 13:00:00,21.535,8.334999,31.494999,44.856247,800,194.599991,121.699997,97.5
2018/11/10 13:15:00,21.514999,8.334999,31.379999,45.168747,800,122.199997,79,98
2018/11/10 13:30:00,21.535,8.334999,31.384998,45.087498,800,229.799988,148.399994,98
2018/11/10 13:45:00,21.66,8.33,31.384998,45.1875,800,209.099991,164,98.5
2018/11/10 14:00:00,21.66,8.334999,31.394999,45,806,295.199982,113.399994,98
2018/11/10 14:15:00,21.66,8.334999,31.394999,45.224998,800,211.299988,162.399994,98
2018/11/10 14:30:00,21.66,8.334999,31.4,45.231247,802,269.599976,113.699997,98
2018/11/10 14:45:00,21.679998,8.334999,31.404999,45.168747,800,241.699997,154.199997,98
2018/11/10 15:00:00,21.679998,8.334999,31.4,45.199997,800,194.899994,146.399994,98
2018/11/10 15:15:00,21.66,8.33,31.404999,45.243748,800,202.199997,162,98
2018/11/10 15:30:00,21.679998,8.334999,31.41,45.137497,800,219.799988,131.399994,97.5
2018/11/10 15:45:00,21.66,8.334999,31.41,45.056248,804,206.599991,110,97.5
2018/11/10 16:00:00,21.679998,8.334999,31.41,45.012497,804,149.199997,93.299995,97
2018/11/10 16:15:00,21.679998,8.334999,31.41,45.118748,800,159.299988,142.399994,97
2018/11/10 16:30:00,21.679998,8.334999,31.41,45.143749,800,253.199997,115,97
2018/11/10 16:45:00,21.679998,8.334999,31.414999,45.15625,800,244.099991,147.599991,96.5
2018/11/10 17:00:00,21.66,8.33,31.414999,45.112499,800,251.899994,210,96.5
2018/11/10 17:15:00,21.66,8.334999,31.414999,45.243748,796,215.199997,109.199997,96
2018/11/10 17:30:00,21.66,8.334999,31.414999,45.012497,800,293.799988,218.799988,95.5
2018/11/10 17:45:00,21.679998,8.33,31.414999,45.03125,802,380,99.199997,95.5
2018/11/10 18:00:00,21.66,8.334999,31.414999,45.125,800,237.399994,72,95.5
2018/11/10 18:15:00,21.66,8.33,31.41,45.043747,800,170,130.199997,95
2018/11/10 18:30:00,21.66,8.334999,31.414999,45.068748,800,277,183.599991,94.5
2018/11/10 18:45:00,21.66,8.334999,31.414999,45.106247,800,204.099991,169.199997,94.5
2018/11/10 19:00:00,21.66,8.33,31.414999,45.174999,800,196.299988,147,94.5
2018/11/10 19:15:00,21.66,8.33,31.424999,45.125,800,165.399994,196.199997,94
2018/11/10 19:30:00,21.679998,8.33,31.429998,45.224998,800,380,159,94
2018/11/10 19:45:00,21.66,8.33,31.434999,45.106247,804,306.799988,116.699997,93.5
2018/11/10 20:00:00,21.66,8.33,31.429998,45.237499,800,223.599991,166.199997,93.5
2018/11/10 20:15:00,21.785,8.33,31.439999,45.224998,802,274.199982,196.599991,93
2018/11/10 20:30:00,21.66,8.33,31.434999,45.212498,800,282.399994,182,93
2018/11/10 20:45:00,21.785,8.334999,31.439999,45.0625,804,218.199997,107.899994,92.5
2018/11/10 21:00:00,21.785,8.33,31.439999,45.049999,804,298.599976,145.399994,92.5
2018/11/10 21:15:00,21.764999,8.33,31.434999,45.049999,806,316.599976,198.799988,92
2018/11/10 21:30:00,21.764999,8.33,31.434999,45.15625,800,213.199997,211.599991,92
2018/11/10 21:45:00,21.764999,8.334999,31.439999,45.068748,804,310.399994,133.199997,92
2018/11/10 22:00:00,21.764999,8.33,31.434999,45.099998,804,335.799988,131,92
2018/11/10 22:15:00,21.639999,8.33,31.434999,45.118748,804,191.5,148.599991,91.5
2018/11/10 22:30:00,21.639999,8.33,31.434999,45.081249,806,378.799988,101.799995,91.5
2018/11/10 22:45:00,21.744999,8.2675,31.434999,45.0625,808,82.299995,82,91.5
2018/11/10 23:00:00,21.639999,8.33,31.434999,45.099998,804,344,146.799988,91
2018/11/10 23:15:00,21.639999,8.33,31.434999,45.037498,806,273.199982,186.799988,91
2018/11/10 23:30:00,21.639999,8.33,31.429998,45.137497,804,236.899994,172.199997,91
2018/11/10 23:45:00,21.744999,8.2675,31.434999,45.09375,804,176.399994,231.199997,91
2018/11/11 00:00:00,21.744999,8.2675,31.429998,45.099998,806,265,198,91
2018/11/11 00:15:00,21.869999,8.2675,31.439999,45.137497,804,346.599976,145,91
2018/11/11 00:30:00,21.869999,8.2675,31.445,45.112499,804,207.599991,195.799988,90.5
2018/11/11 00:45:00,21.869999,8.2675,31.449999,45.168747,804,294.199982,163.199997,90.5
2018/11/11 01:00:00,21.869999,8.2675,31.449999,45,810,287.399994,172.199997,90.5
2018/11/11 01:15:00,21.869999,8.2675,31.449999,45.112499,808,172,120.399994,90
2018/11/11 01:30:00,21.869999,8.2675,31.449999,45.043747,808,261.599976,145,90.5
2018/11/11 01:45:00,21.849998,8.2675,31.445,45.162498,806,259,246.199997,90
2018/11/11 02:00:00,21.83,8.2675,31.445,45.068748,810,314.399994,122.599998,90
2018/11/11 02:15:00,21.849998,8.2675,31.445,45.081249,810,265.599976,77.099998,90
2018/11/11 02:30:00,21.849998,8.2675,31.445,45.0625,808,362.399994,129.399994,90
2018/11/11 02:45:00,21.849998,8.2675,31.449999,45.006248,808,156.299988,187.199997,90
2018/11/11 03:00:00,21.849998,8.2675,31.449999,45.099998,808,227.199997,108.099998,90
2018/11/11 03:15:00,21.849998,8.2675,31.455,45.006248,808,121.399994,213.799988,89.5
2018/11/11 03:30:00,21.849998,8.2675,31.449999,45.049999,808,248.099991,199.599991,89.5
2018/11/11 03:45:00,21.849998,8.2675,31.449999,45.081249,808,236,152.399994,89.5
2018/11/11 04:00:00,21.849998,8.2675,31.449999,45.081249,810,311.399994,239.199997,89.5
2018/11/11 04:15:00,21.849998,8.2675,31.449999,45.024998,810,263.799988,191.199997,89.5
2018/11/11 04:30:00,21.83,8.2675,31.455,45.099998,808,238.599991,61.849998,89.5
2018/11/11 04:45:00,21.849998,8.2675,31.445,45.049999,808,185,138,89.5
2018/11/11 05:00:00,21.849998,8.2675,31.445,45.09375,808,376.799988,109,89.5
2018/11/11 05:15:00,21.849998,8.2675,31.445,45.0625,810,366.399994,195.599991,89
2018/11/11 05:30:00,21.83,8.2675,31.439999,45.043747,808,230.5,187.599991,89
2018/11/11 05:45:00,21.83,8.2675,31.439999,45,808,244,214,89.5
2018/11/11 06:00:00,21.705,8.2675,31.429998,45.043747,808,237.399994,120.599998,89
2018/11/11 06:15:00,21.83,8.2675,31.439999,45.03125,808,246.599991,165.599991,89
2018/11/11 06:30:00,21.83,8.2675,31.439999,45.03125,808,270.399994,192.399994,89
2018/11/11 06:45:00,21.83,8.2675,31.439999,45.056248,808,154.699997,155,89
2018/11/11 07:00:00,21.809999,8.2675,31.439999,45.21875,806,325.599976,204.799988,89
2018/11/11 07:15:00,21.83,8.2625,31.439999,45.03125,804,244.099991,171.399994,89
2018/11/11 07:30:00,21.83,8.2675,31.439999,45.181248,798,299.399994,179.799988,89
2018/11/11 07:45:00,21.83,8.2675,31.439999,45.03125,804,214.199997,197.799988,89
2018/11/11 08:00:00,21.809999,8.2675,31.445,45.162498,804,283.199982,110.299995,89
2018/11/11 08:15:00,21.83,8.2675,31.445,45.174999,804,215.599991,76.699997,89.5
2018/11/11 08:30:00,21.83,8.2675,31.445,45.224998,804,341.199982,57.799999,90
2018/11/11 08:45:00,21.83,8.2675,31.449999,45.162498,804,419.199982,191.199997,90
2018/11/11 09:00:00,21.83,8.2675,31.459999,45.224998,804,254.599991,124.299995,90
2018/11/11 09:15:00,21.83,8.2675,31.464998,45.199997,806,333.599976,252.399994,90.5
2018/11/11 09:30:00,21.83,8.2675,31.469999,45.193748,804,216.199997,158.599991,91
2018/11/11 09:45:00,21.849998,8.2675,31.474998,45.1875,804,275.399994,181.399994,91.5
2018/11/11 10:00:00,21.849998,8.2675,31.48,45.1875,806,367.599976,197.799988,92
2018/11/11 10:15:00,21.849998,8.2675,31.49,45.243748,806,277,207.199997,92.5
2018/11/11 10:30:00,21.994999,8.2675,31.494999,45.174999,804,128.5,207.399994,93.5
2018/11/11 10:45:00,21.994999,8.2675,31.379999,45.487499,806,272,152.599991,93.5
2018/11/11 11:00:00,21.994999,8.2675,31.389999,45.25,808,239.599991,125.399994,94
2018/11/11 11:15:00,21.994999,8.2625,31.394999,45.481247,804,266.599976,181,94.5
2018/11/11 11:30:00,21.994999,8.2675,31.404999,45.293747,808,262.599976,220,95
2018/11/11 11:45:00,21.994999,8.2675,31.414999,45.46875,804,222,110.199997,95.5
2018/11/11 12:00:00,21.889999,8.33,31.424999,45.4375,804,108.449997,186,96
2018/11/11 12:15:00,22.014999,8.33,31.434999,45.462498,804,197.199997,201.199997,96
2018/11/11 12:30:00,22.014999,8.33,31.445,45.3125,808,137.599991,134,97
2018/11/11 12:45:00,22.014999,8.325,31.449999,45.493748,804,150.299988,161.599991,97
2018/11/11 13:00:00,22.035,8.33,31.459999,45.4375,804,172.099991,146.799988,97
2018/11/11 13:15:00,22.035,8.33,31.464998,45.262497,808,193.799988,163,97.5
2018/11/11 13:30:00,22.035,8.325,31.474998,45.462498,806,264.399994,221.399994,97.5
2018/11/11 13:45:00,22.035,8.33,31.484999,45.46875,804,203,173,97.5
2018/11/11 14:00:00,22.16,8.325,31.484999,45.306248,808,234.699997,132.799988,97.5
2018/11/11 14:15:00,22.16,8.325,31.494999,45.25,810,302.399994,136.799988,97.5
2018/11/11 14:30:00,22.179998,8.325,31.375,45.706249,804,194.199997,230.199997,97.5
2018/11/11 14:45:00,22.179998,8.325,31.379999,45.612499,804,273.599976,187.399994,97.5
2018/11/11 15:00:00,22.179998,8.325,31.384998,45.612499,804,248.199997,145.399994,97.5
2018/11/11 15:15:00,22.179998,8.325,31.384998,45.668747,804,135.199997,91,97.5
2018/11/11 15:30:00,22.179998,8.325,31.394999,45.643749,808,117.199997,82.899994,97
2018/11/11 15:45:00,22.179998,8.325,31.389999,45.625,804,194.599991,215.599991,97
2018/11/11 16:00:00,22.199999,8.325,31.389999,45.6875,804,177.799988,188.199997,97
2018/11/11 16:15:00,22.219999,8.325,31.394999,45.668747,804,286.599976,143.599991,96.5
2018/11/11 16:30:00,22.219999,8.325,31.394999,45.5625,808,304.799988,136.599991,96.5
2018/11/11 16:45:00,22.219999,8.325,31.4,45.549999,810,300.199982,173,96.5
2018/11/11 17:00:00,22.219999,8.325,31.404999,45.631248,808,249.099991,152.399994,96
2018/11/11 17:15:00,22.219999,8.325,31.404999,45.574997,808,248.199997,131,96
2018/11/11 17:30:00,22.199999,8.325,31.404999,45.681248,808,150.399994,71.299995,95.5
2018/11/11 17:45:00,22.199999,8.325,31.4,45.599998,810,266,178.799988,95
2018/11/11 18:00:00,22.199999,8.325,31.404999,45.649998,810,258.399994,189.399994,95
2018/11/11 18:15:00,22.199999,8.325,31.404999,45.5625,808,218.799988,69.5,95
2018/11/11 18:30:00,22.199999,8.325,31.4,45.625,810,333.799988,144.599991,94.5
2018/11/11 18:45:00,22.179998,8.325,31.394999,45.643749,808,269.599976,77.399994,94
2018/11/11 19:00:00,22.179998,8.325,31.4,45.668747,808,212.399994,70.799995,94
2018/11/11 19:15:00,22.179998,8.325,31.394999,45.643749,810,266.599976,166.199997,94
2018/11/11 19:30:00,22.179998,8.325,31.389999,45.612499,808,377,186.399994,93.5
2018/11/11 19:45:00,22.179998,8.325,31.4,45.631248,808,145.799988,112.099998,93.5
2018/11/11 20:00:00,22.179998,8.325,31.404999,45.53125,808,221,195.599991,93
2018/11/11 20:15:00,22.179998,8.325,31.404999,45.625,808,225.699997,177.199997,93
2018/11/11 20:30:00,22.179998,8.325,31.404999,45.681248,810,269.399994,213,93
2018/11/11 20:45:00,22.179998,8.325,31.404999,45.581249,808,199.699997,167.399994,92.5
2018/11/11 21:00:00,22.179998,8.325,31.394999,45.737499,808,215.5,128.799988,92
2018/11/11 21:15:00,22.179998,8.325,31.4,45.537498,812,165.399994,199.599991,92
2018/11/11 21:30:00,22.16,8.325,31.394999,45.699997,808,289.199982,149.199997,92
2018/11/11 21:45:00,22.16,8.325,31.4,45.618748,812,268.799988,99.599998,92
2018/11/11 22:00:00,22.16,8.325,31.389999,45.518749,812,264.399994,187.399994,91.5
2018/11/11 22:15:00,22.16,8.325,31.394999,45.537498,812,204.799988,83.099998,91.5
2018/11/11 22:30:00,22.16,8.325,31.389999,45.71875,808,183.199997,207.399994,91.5
2018/11/11 22:45:00,22.16,8.325,31.384998,45.524998,812,222.449997,278,91.5
2018/11/11 23:00:00,22.139999,8.325,31.384998,45.731247,812,203.199997,79.399994,91
2018/11/11 23:15:00,22.139999,8.325,31.379999,45.637497,812,311.599976,147.399994,91
2018/11/11 23:30:00,22.16,8.325,31.384998,45.731247,812,298.599976,144.199997,91
2018/11/11 23:45:00,22.16,8.325,31.384998,45.649998,812,230,63.199997,90.5
2018/11/12 00:00:00,22.16,8.325,31.384998,45.549999,812,239.699997,171.599991,90.5
2018/11/12 00:15:00,22.16,8.325,31.389999,45.59375,812,299.399994,146.799988,90.5
2018/11/12 00:30:00,22.16,8.325,31.389999,45.524998,812,283.199982,87.799995,90.5
2018/11/12 00:45:00,22.16,8.325,31.384998,45.53125,814,342,306.799988,90.5
2018/11/12 01:00:00,22.16,8.325,31.384998,45.518749,814,355.399994,223.399994,90.5
2018/11/12 01:15:00,22.16,8.325,31.375,45.549999,812,254.899994,207.799988,90
2018/11/12 01:30:00,22.139999,8.325,31.494999,45.324997,812,280,121.299995,90
2018/11/12 01:45:00,22.139999,8.325,31.494999,45.368748,814,285.799988,181.599991,90
2018/11/12 02:00:00,22.16,8.325,31.379999,45.543747,812,236,175.799988,90
2018/11/12 02:15:00,22.139999,8.325,31.375,45.543747,812,317.799988,171.599991,90
2018/11/12 02:30:00,22.16,8.325,31.494999,45.331249,812,281.399994,175.799988,89.5
2018/11/12 02:45:00,22.139999,8.325,31.494999,45.268749,814,328.399994,201.199997,90
2018/11/12 03:00:00,22.139999,8.325,31.49,45.299999,812,236.5,168,90
2018/11/12 03:15:00,22.244999,8.2625,31.494999,45.3125,812,262.799988,131,90
2018/11/12 03:30:00,22.139999,8.325,31.49,45.318748,808,391,244.599991,89.5
2018/11/12 03:45:00,22.244999,8.2625,31.484999,45.424999,808,298,233.199997,89.5
2018/11/12 04:00:00,22.244999,8.2625,31.48,45.399998,812,174.599991,122.899994,89.5
2018/11/12 04:15:00,22.099998,8.2625,31.48,45.262497,816,325.799988,188.399994,89.5
2018/11/12 04:30:00,22.244999,8.2625,31.484999,45.299999,812,336,238.199997,89.5
2018/11/12 04:45:00,22.244999,8.2625,31.484999,45.299999,814,275,232.399994,89.5
2018/11/12 05:00:00,22.099998,8.2625,31.48,45.324997,814,294,174.199997,89.5
2018/11/12 05:15:00,22.224998,8.2625,31.484999,45.268749,814,333.399994,274.399994,89.5
2018/11/12 05:30:00,22.224998,8.2625,31.49,45.293747,812,244.699997,222.599991,89.5
2018/11/12 05:45:00,22.224998,8.2625,31.484999,45.293747,814,330,293.599976,89
2018/11/12 06:00:00,22.224998,8.2625,31.49,45.46875,808,285.799988,203,89.5
2018/11/12 06:15:00,22.224998,8.2625,31.484999,45.306248,812,235.599991,251,89.5
2018/11/12 06:30:00,22.224998,8.2625,31.49,45.424999,812,343.199982,199.399994,89.5
2018/11/12 06:45:00,22.224998,8.2625,31.484999,45.375,812,236.599991,238,89.5
2018/11/12 07:00:00,22.224998,8.2625,31.484999,45.46875,812,406.799988,74,89.5
2018/11/12 07:15:00,22.099998,8.2625,31.48,45.487499,808,354.299988,275.199982,89
2018/11/12 07:30:00,22.099998,8.2625,31.48,45.456249,808,280.399994,270,89.5
2018/11/12 07:45:00,22.099998,8.2625,31.464998,45.368748,814,272.399994,195.599991,89
2018/11/12 08:00:00,22.08,8.2625,31.469999,45.368748,812,299,181.599991,89.5
2018/11/12 08:15:00,22.099998,8.2625,31.464998,45.462498,814,278.399994,162.199997,90
2018/11/12 08:30:00,22.08,8.277499,31.48,45.3125,812,339.599976,39.199997,90
2018/11/12 08:45:00,22.099998,8.277499,31.48,45.375,814,412.799988,45.549999,90.5
2018/11/12 09:00:00,22.099998,8.277499,31.48,45.25,816,187.399994,35.549999,91
2018/11/12 09:15:00,22.099998,8.277499,31.48,45.40625,812,692.799988,41.75,91.5
2018/11/12 09:30:00,22.099998,8.277499,31.474998,45.34375,812,176.799988,33.649998,91.5
2018/11/12 09:45:00,22.099998,8.277499,31.474998,45.25,812,139,39.149998,92
2018/11/12 10:00:00,22.119999,8.277499,31.484999,45.431248,808,256,44.549999,93
2018/11/12 10:15:00,22.014999,8.339999,31.49,45.331249,808,285.199982,46.25,93.5
2018/11/12 10:30:00,22.014999,8.339999,31.494999,45.399998,808,375.199982,53.349998,94
2018/11/12 10:45:00,22.139999,8.339999,31.379999,45.606247,808,234.199997,61.799999,94.5
2018/11/12 11:00:00,22.139999,8.339999,31.384998,45.599998,808,204,61.799999,95
2018/11/12 11:15:00,22.16,8.339999,31.389999,45.737499,804,184.599991,66.5,95.5
2018/11/12 11:30:00,22.139999,8.339999,31.4,45.543747,808,241.199997,66.399994,96
2018/11/12 11:45:00,22.16,8.339999,31.4,45.674999,806,288.799988,105.5,97
2018/11/12 12:00:00,22.179998,8.339999,31.41,45.506248,808,246.399994,79.299995,97
2018/11/12 12:15:00,22.179998,8.339999,31.41,45.574997,804,310.399994,71.799995,97.5
2018/11/12 12:30:00,22.199999,8.339999,31.414999,45.724998,806,279.599976,84.799995,97.5
2018/11/12 12:45:00,22.219999,8.339999,31.419998,45.681248,800,230,80.299995,97.5
2018/11/12 13:00:00,22.219999,8.339999,31.419998,45.537498,808,296.799988,87.799995,98
2018/11/12 13:15:00,22.219999,8.339999,31.429998,45.606247,804,236,70.299995,98
2018/11/12 13:30:00,22.344999,8.339999,31.434999,45.737499,802,260,83.599998,98
2018/11/12 13:45:00,22.324999,8.339999,31.445,45.662498,800,132.399994,73.299995,98
2018/11/12 14:00:00,22.344999,8.339999,31.445,45.512497,804,195,84.299995,98.5
2018/11/12 14:15:00,22.344999,8.339999,31.449999,45.556248,804,76.099998,102.5,98.5
2018/11/12 14:30:00,22.324999,8.339999,31.455,45.568748,806,274.799988,81,98.5
2018/11/12 14:45:00,22.344999,8.339999,31.455,45.506248,808,109.099998,92.5,98.5
2018/11/12 15:00:00,22.344999,8.339999,31.455,45.518749,800,141.199997,56.399998,98
2018/11/12 15:15:00,22.324999,8.339999,31.459999,45.606247,804,218.199997,74.599998,98
2018/11/12 15:30:00,22.344999,8.339999,31.459999,45.674999,804,130.799988,89,98
2018/11/12 15:45:00,22.344999,8.339999,31.459999,45.712498,804,240,85.799995,97.5
2018/11/12 16:00:00,22.304998,8.339999,31.459999,45.556248,808,247.199997,69.199997,97.5
2018/11/12 16:15:00,22.344999,8.339999,31.459999,45.524998,808,84.199997,76.5,97.5
2018/11/12 16:30:00,22.344999,8.339999,31.469999,45.693748,804,241.399994,76.099998,97
2018/11/12 16:45:00,22.365,8.339999,31.469999,45.731247,806,288.799988,57,97
2018/11/12 17:00:00,22.324999,8.339999,31.474998,45.706249,808,220.399994,79.399994,96.5
2018/11/12 17:15:00,22.344999,8.339999,31.48,45.5625,808,178.799988,59,96.5
2018/11/12 17:30:00,22.324999,8.339999,31.48,45.649998,808,251.599991,45.449997,96
2018/11/12 17:45:00,22.344999,8.339999,31.474998,45.649998,808,201,80,96
2018/11/12 18:00:00,22.324999,8.339999,31.48,45.599998,808,219.399994,74.699997,95.5
2018/11/12 18:15:00,22.344999,8.339999,31.474998,45.637497,810,284.799988,51.699997,95
2018/11/12 18:30:00,22.344999,8.339999,31.469999,45.59375,808,249,78.199997,95
2018/11/12 18:45:00,22.304998,8.339999,31.469999,45.643749,808,358.399994,74.899994,94.5
2018/11/12 19:00:00,22.324999,8.339999,31.464998,45.631248,808,297.599976,61.049999,94.5
2018/11/12 19:15:00,22.344999,8.339999,31.469999,45.662498,810,372.399994,50.799999,94.5
2018/11/12 19:30:00,22.304998,8.339999,31.464998,45.618748,808,252.599991,74.899994,94
2018/11/12 19:45:00,22.304998,8.339999,31.455,45.699997,808,203.799988,27.5,94
2018/11/12 20:00:00,22.324999,8.339999,31.455,45.693748,808,243,57.199997,93.5
2018/11/12 20:15:00,22.324999,8.339999,31.449999,45.724998,810,263.599976,84.699997,93.5
2018/11/12 20:30:00,22.324999,8.339999,31.449999,45.537498,812,195.199997,37.25,93.5
2018/11/12 20:45:00,22.285,8.339999,31.439999,45.625,810,331.599976,54.099998,93
2018/11/12 21:00:00,22.285,8.339999,31.445,45.699997,808,276.399994,93.599998,93
2018/11/12 21:15:00,22.324999,8.339999,31.445,45.53125,808,383.599976,56,93
2018/11/12 21:30:00,22.285,8.339999,31.445,45.59375,808,223.399994,47.149998,92.5
2018/11/12 21:45:00,22.285,8.339999,31.445,45.631248,808,206.599991,89.399994,92.5
2018/11/12 22:00:00,22.304998,8.339999,31.445,45.743748,808,234.599991,59.299999,92.5
2018/11/12 22:15:00,22.285,8.339999,31.439999,45.706249,808,185,76.299995,92
2018/11/12 22:30:00,22.304998,8.339999,31.434999,45.524998,812,204.799988,51.599998,92
2018/11/12 22:45:00,22.16,8.339999,31.429998,45.524998,814,273.599976,66.099998,92
2018/11/12 23:00:00,22.16,8.339999,31.424999,45.699997,808,253.599991,82.399994,91.5
2018/11/12 23:15:00,22.16,8.339999,31.424999,45.693748,808,278.799988,76.099998,92
2018/11/12 23:30:00,22.179998,8.339999,31.419998,45.693748,808,276.399994,36.849998,91.5
2018/11/12 23:45:00,22.179998,8.339999,31.424999,45.737499,810,350.799988,59.149998,91.5
2018/11/13 00:00:00,22.179998,8.339999,31.419998,45.574997,812,344,65.099998,91.5
2018/11/13 00:15:00,22.179998,8.339999,31.419998,45.556248,812,232.199997,74.599998,91.5
2018/11/13 00:30:00,22.16,8.339999,31.419998,45.65625,808,322,59.5,91.5
2018/11/13 00:45:00,22.16,8.339999,31.419998,45.731247,810,276,64.5,91.5
2018/11/13 01:00:00,22.139999,8.339999,31.414999,45.506248,812,367.199982,67.399994,91
2018/11/13 01:15:00,22.16,8.339999,31.419998,45.549999,814,302.399994,71.299995,91
2018/11/13 01:30:00,22.16,8.339999,31.414999,45.549999,814,258.799988,74.599998,91
2018/11/13 01:45:00,22.179998,8.339999,31.414999,45.5625,808,364.799988,48.699997,90.5
2018/11/13 02:00:00,22.16,8.339999,31.414999,45.506248,814,356,55.699997,90.5
2018/11/13 02:15:00,22.139999,8.339999,31.414999,45.743748,808,347.199982,86,91
2018/11/13 02:30:00,22.139999,8.339999,31.414999,45.599998,812,310.399994,61.399998,90.5
2018/11/13 02:45:00,22.244999,8.277499,31.414999,45.699997,808,169.399994,82.299995,90.5
2018/11/13 03:00:00,22.244999,8.277499,31.414999,45.518749,814,274.399994,89.399994,90.5
2018/11/13 03:15:00,22.244999,8.277499,31.41,45.599998,814,266,63.599998,90.5
2018/11/13 03:30:00,22.224998,8.277499,31.404999,45.599998,812,223.799988,79,90.5
2018/11/13 03:45:00,22.244999,8.277499,31.404999,45.581249,812,335.599976,88.599998,90.5
2018/11/13 04:00:00,22.244999,8.277499,31.41,45.71875,808,336.799988,58.049999,90.5
2018/11/13 04:15:00,22.244999,8.277499,31.4,45.512497,814,271.599976,72.299995,90
2018/11/13 04:30:00,22.139999,8.339999,31.4,45.65625,810,295.599976,71.899994,90
2018/11/13 04:45:00,22.244999,8.277499,31.404999,45.693748,810,427.599976,61.199997,90
2018/11/13 05:00:00,22.244999,8.277499,31.394999,45.524998,812,342,102.799995,90
2018/11/13 05:15:00,22.244999,8.277499,31.389999,45.737499,810,350.799988,111.199997,90
2018/11/13 05:30:00,22.224998,8.277499,31.394999,45.549999,812,292.399994,89.799995,90
2018/11/13 05:45:00,22.224998,8.282499,31.394999,45.737499,810,312.399994,92.799995,90
2018/11/13 06:00:00,22.224998,8.277499,31.394999,45.587498,814,264,55.099998,90
2018/11/13 06:15:00,22.244999,8.282499,31.394999,45.556248,812,342,60.099998,90
2018/11/13 06:30:00,22.139999,8.344999,31.389999,45.574997,808,254.599991,53.299999,90
2018/11/13 06:45:00,22.244999,8.282499,31.384998,45.712498,810,348.799988,78.5,90
2018/11/13 07:00:00,22.244999,8.277499,31.384998,45.556248,812,328.399994,112.699997,90
2018/11/13 07:15:00,22.244999,8.277499,31.379999,45.71875,808,270.399994,68.099998,90
2018/11/13 07:30:00,22.244999,8.282499,31.384998,45.53125,814,384.399994,84.199997,90
2018/11/13 07:45:00,22.244999,8.277499,31.379999,45.618748,814,317.599976,100.199997,90
2018/11/13 08:00:00,22.119999,8.282499,31.375,45.631248,814,308.399994,42.849998,90
