year,month,variable,mean,median,std,IQR,min,max
2014,March,do_mgL,NA,NA,NA,NA,NA,NA
2014,March,do_saturated_percent,NA,NA,NA,NA,NA,NA
2014,March,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2014,March,orp_mV,168.05,167,5.5,7,158,185
2014,March,pH,8.76,8.8,0.05,0.1,8.7,8.8
2014,March,pH_mV,NA,NA,NA,NA,NA,NA
2014,March,salinity_psu,24.7,24.7,0.11,0.2,24.6,24.9
2014,March,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2014,March,temp_c,26.36,26.4,0.16,0.3,26,26.7
2014,March,temp_f,79.51,79.47,0.3,0.39,78.8,80.21
2014,March,total_algae_cellsL,NA,NA,NA,NA,NA,NA
2014,March,total_algae_rfu,NA,NA,NA,NA,NA,NA
2014,March,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2014,May,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2014,May,chlorophyll_ugL,NA,NA,NA,NA,NA,NA
2014,May,conductivity_uScm,37857.66,37800,117.22,100,37600,38100
2014,May,do_local_percent,NA,NA,NA,NA,NA,NA
2014,May,do_mgL,NA,NA,NA,NA,NA,NA
2014,May,do_saturated_percent,NA,NA,NA,NA,NA,NA
2014,May,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2014,May,orp_mV,182.53,181,5.58,7,173,200
2014,May,pH,8.8,8.8,0,0,8.8,8.8
2014,May,pH_mV,NA,NA,NA,NA,NA,NA
2014,May,salinity_psu,24.67,24.7,0.17,0,23.7,24.7
2014,May,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2014,May,temp_c,23.83,23.8,0.24,0.4,23.4,24.3
2014,May,temp_f,74.93,74.81,0.43,0.73,74.24,75.76
2014,May,total_algae_cellsL,NA,NA,NA,NA,NA,NA
2014,May,total_algae_rfu,NA,NA,NA,NA,NA,NA
2014,May,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2014,June,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2014,June,chlorophyll_ugL,NA,NA,NA,NA,NA,NA
2014,June,conductivity_uScm,37944.44,38000,216.7,200,37300,38100
2014,June,do_local_percent,NA,NA,NA,NA,NA,NA
2014,June,do_mgL,NA,NA,NA,NA,NA,NA
2014,June,do_saturated_percent,NA,NA,NA,NA,NA,NA
2014,June,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2014,June,orp_mV,190.12,183,14.48,26,162,221
2014,June,pH,8.7,8.7,0,0,8.7,8.7
2014,June,pH_mV,NA,NA,NA,NA,NA,NA
2014,June,salinity_psu,24.18,24.3,0.29,0.1,23,24.4
2014,June,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2014,June,temp_c,24.71,24.7,0.18,0.2,24.3,25.1
2014,June,temp_f,76.46,76.55,0.37,0.51,75.48,77.28
2014,June,total_algae_cellsL,NA,NA,NA,NA,NA,NA
2014,June,total_algae_rfu,NA,NA,NA,NA,NA,NA
2014,June,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2014,July,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2014,July,chlorophyll_ugL,NA,NA,NA,NA,NA,NA
2014,July,conductivity_uScm,38389.38,38400,167.5,200,38000,38700
2014,July,do_local_percent,NA,NA,NA,NA,NA,NA
2014,July,do_mgL,NA,NA,NA,NA,NA,NA
2014,July,do_saturated_percent,NA,NA,NA,NA,NA,NA
2014,July,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2014,July,orp_mV,183.07,180,11.09,20,165,208
2014,July,pH,8.6,8.6,0,0,8.6,8.6
2014,July,pH_mV,NA,NA,NA,NA,NA,NA
2014,July,salinity_psu,24.07,24.1,0.07,0.1,23.9,24.2
2014,July,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2014,July,temp_c,25.5,25.6,0.28,0.5,24.9,25.9
2014,July,temp_f,77.92,78.07,0.49,0.84,76.78,78.69
2014,July,total_algae_cellsL,NA,NA,NA,NA,NA,NA
2014,July,total_algae_rfu,NA,NA,NA,NA,NA,NA
2014,July,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2014,August,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2014,August,chlorophyll_ugL,NA,NA,NA,NA,NA,NA
2014,August,conductivity_uScm,37918.04,37900,133.88,200,37700,38200
2014,August,do_local_percent,NA,NA,NA,NA,NA,NA
2014,August,do_mgL,NA,NA,NA,NA,NA,NA
2014,August,do_saturated_percent,NA,NA,NA,NA,NA,NA
2014,August,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2014,August,orp_mV,180.4,180,1.84,3,177,184
2014,August,pH,8.6,8.6,0,0,8.6,8.6
2014,August,pH_mV,NA,NA,NA,NA,NA,NA
2014,August,salinity_psu,24,24,0,0,24,24
2014,August,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2014,August,temp_c,25,24.9,0.17,0.3,24.7,25.3
2014,August,temp_f,77.02,76.89,0.3,0.51,76.55,77.62
2014,August,total_algae_cellsL,NA,NA,NA,NA,NA,NA
2014,August,total_algae_rfu,NA,NA,NA,NA,NA,NA
2014,August,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2014,October,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2014,October,chlorophyll_ugL,NA,NA,NA,NA,NA,NA
2014,October,conductivity_uScm,36256.93,36300,220,300,35900,36800
2014,October,do_local_percent,NA,NA,NA,NA,NA,NA
2014,October,do_mgL,NA,NA,NA,NA,NA,NA
2014,October,do_saturated_percent,NA,NA,NA,NA,NA,NA
2014,October,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2014,October,orp_mV,171.42,172,21.46,26,110,222
2014,October,pH,8.46,8.5,0.18,0,7.5,8.5
2014,October,pH_mV,NA,NA,NA,NA,NA,NA
2014,October,salinity_psu,23.95,24,0.08,0.1,23.8,24
2014,October,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2014,October,temp_c,22.36,22.8,1.07,0.5,20,25.9
2014,October,temp_f,73.03,73.06,0.32,0.51,72.22,74.36
2014,October,total_algae_cellsL,NA,NA,NA,NA,NA,NA
2014,October,total_algae_rfu,NA,NA,NA,NA,NA,NA
2014,October,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2014,November,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2014,November,chlorophyll_ugL,NA,NA,NA,NA,NA,NA
2014,November,conductivity_uScm,36726.28,36300,819.94,1500,35600,38200
2014,November,do_local_percent,NA,NA,NA,NA,NA,NA
2014,November,do_mgL,NA,NA,NA,NA,NA,NA
2014,November,do_saturated_percent,NA,NA,NA,NA,NA,NA
2014,November,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2014,November,orp_mV,184.72,185,5.54,8,169,197
2014,November,pH,7.68,7.6,0.16,0.4,7.5,7.9
2014,November,pH_mV,NA,NA,NA,NA,NA,NA
2014,November,salinity_psu,24.16,24.1,0.11,0.2,24,24.3
2014,November,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2014,November,temp_c,23.12,22.7,0.9,1.6,21.9,24.9
2014,November,temp_f,73.72,72.95,1.67,3.09,71.43,77.06
2014,November,total_algae_cellsL,NA,NA,NA,NA,NA,NA
2014,November,total_algae_rfu,NA,NA,NA,NA,NA,NA
2014,November,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2014,December,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2014,December,chlorophyll_ugL,NA,NA,NA,NA,NA,NA
2014,December,conductivity_uScm,37846.25,37900,471.27,500,36300,38700
2014,December,do_local_percent,NA,NA,NA,NA,NA,NA
2014,December,do_mgL,NA,NA,NA,NA,NA,NA
2014,December,do_saturated_percent,NA,NA,NA,NA,NA,NA
2014,December,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2014,December,orp_mV,191.8,191,5.47,9,179,206
2014,December,pH,8.17,8.1,0.08,0.1,8.1,8.3
2014,December,pH_mV,NA,NA,NA,NA,NA,NA
2014,December,salinity_psu,24.34,24.3,0.1,0.1,24.2,24.5
2014,December,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2014,December,temp_c,24.36,24.3,0.7,0.8,22.2,25.6
2014,December,temp_f,75.95,75.96,1.29,1.29,71.77,78.12
2014,December,total_algae_cellsL,NA,NA,NA,NA,NA,NA
2014,December,total_algae_rfu,NA,NA,NA,NA,NA,NA
2014,December,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2015,January,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2015,January,chlorophyll_ugL,NA,NA,NA,NA,NA,NA
2015,January,conductivity_uScm,35624.84,35700,289.59,400,34900,36100
2015,January,do_local_percent,NA,NA,NA,NA,NA,NA
2015,January,do_mgL,NA,NA,NA,NA,NA,NA
2015,January,do_saturated_percent,NA,NA,NA,NA,NA,NA
2015,January,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2015,January,orp_mV,187.62,188,2.53,3,180,194
2015,January,pH,8.33,8.3,0.04,0.1,8.3,8.4
2015,January,pH_mV,NA,NA,NA,NA,NA,NA
2015,January,salinity_psu,24.55,24.6,0.05,0.1,24.4,24.6
2015,January,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2015,January,temp_c,20.99,21,0.4,0.7,20.2,21.7
2015,January,temp_f,69.84,69.91,0.72,1.18,68.34,71.38
2015,January,total_algae_cellsL,NA,NA,NA,NA,NA,NA
2015,January,total_algae_rfu,NA,NA,NA,NA,NA,NA
2015,January,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2015,February,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2015,February,chlorophyll_ugL,NA,NA,NA,NA,NA,NA
2015,February,conductivity_uScm,35847.8,35700,382.86,700,35300,36600
2015,February,do_local_percent,NA,NA,NA,NA,NA,NA
2015,February,do_mgL,NA,NA,NA,NA,NA,NA
2015,February,do_saturated_percent,NA,NA,NA,NA,NA,NA
2015,February,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2015,February,orp_mV,177.08,173,12.49,23,133,219
2015,February,pH,8.29,8.3,0.06,0,7.9,8.4
2015,February,pH_mV,NA,NA,NA,NA,NA,NA
2015,February,salinity_psu,24.35,24.3,0.05,0.1,24.3,24.4
2015,February,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2015,February,temp_c,21.62,21.4,0.46,0.7,20.3,22.8
2015,February,temp_f,70.97,70.7,0.81,1.29,69.63,72.61
2015,February,total_algae_cellsL,NA,NA,NA,NA,NA,NA
2015,February,total_algae_rfu,NA,NA,NA,NA,NA,NA
2015,February,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2015,March,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2015,March,chlorophyll_ugL,NA,NA,NA,NA,NA,NA
2015,March,conductivity_uScm,35854.26,35900,189.43,300,35500,36200
2015,March,do_local_percent,NA,NA,NA,NA,NA,NA
2015,March,do_mgL,NA,NA,NA,NA,NA,NA
2015,March,do_saturated_percent,NA,NA,NA,NA,NA,NA
2015,March,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2015,March,orp_mV,164.09,164,1.3,1,160,168
2015,March,pH,8.3,8.3,0,0,8.3,8.3
2015,March,pH_mV,NA,NA,NA,NA,NA,NA
2015,March,salinity_psu,24.32,24.3,0.14,0.2,24.1,24.6
2015,March,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2015,March,temp_c,21.66,21.6,0.33,0.5,21,22.5
2015,March,temp_f,71.09,70.87,0.67,0.84,69.86,72.84
2015,March,total_algae_cellsL,NA,NA,NA,NA,NA,NA
2015,March,total_algae_rfu,NA,NA,NA,NA,NA,NA
2015,March,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2015,April,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2015,April,chlorophyll_ugL,NA,NA,NA,NA,NA,NA
2015,April,conductivity_uScm,36261.84,36300,150.25,200,35900,36700
2015,April,do_local_percent,NA,NA,NA,NA,NA,NA
2015,April,do_mgL,NA,NA,NA,NA,NA,NA
2015,April,do_saturated_percent,NA,NA,NA,NA,NA,NA
2015,April,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2015,April,orp_mV,167.32,167,1.21,1,164,171
2015,April,pH,8.33,8.3,0.05,0.1,8.3,8.4
2015,April,pH_mV,NA,NA,NA,NA,NA,NA
2015,April,salinity_psu,24.19,24.2,0.09,0.2,24,24.3
2015,April,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2015,April,temp_c,22.51,22.5,0.17,0.2,22.1,22.9
2015,April,temp_f,72.53,72.56,0.3,0.39,71.66,73.23
2015,April,total_algae_cellsL,NA,NA,NA,NA,NA,NA
2015,April,total_algae_rfu,NA,NA,NA,NA,NA,NA
2015,April,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2015,May,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2015,May,chlorophyll_ugL,NA,NA,NA,NA,NA,NA
2015,May,conductivity_uScm,35984.84,36000,177.11,300,35600,36400
2015,May,do_local_percent,NA,NA,NA,NA,NA,NA
2015,May,do_mgL,NA,NA,NA,NA,NA,NA
2015,May,do_saturated_percent,NA,NA,NA,NA,NA,NA
2015,May,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2015,May,orp_mV,196.86,172,33.41,69,164,241
2015,May,pH,8.33,8.3,0.05,0.1,8.3,8.4
2015,May,pH_mV,NA,NA,NA,NA,NA,NA
2015,May,salinity_psu,23.94,23.9,0.05,0.1,23.9,24
2015,May,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2015,May,temp_c,22.57,22.7,0.28,0.5,22.1,23.1
2015,May,temp_f,72.65,72.78,0.5,0.9,71.77,73.62
2015,May,total_algae_cellsL,NA,NA,NA,NA,NA,NA
2015,May,total_algae_rfu,NA,NA,NA,NA,NA,NA
2015,May,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2015,June,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2015,June,chlorophyll_ugL,NA,NA,NA,NA,NA,NA
2015,June,conductivity_uScm,38452.32,38500,625.63,1100,37100,39500
2015,June,do_local_percent,NA,NA,NA,NA,NA,NA
2015,June,do_mgL,NA,NA,NA,NA,NA,NA
2015,June,do_saturated_percent,NA,NA,NA,NA,NA,NA
2015,June,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2015,June,orp_mV,181.92,182,6.95,9,161,199
2015,June,pH,8.2,8.2,0,0,8.2,8.2
2015,June,pH_mV,NA,NA,NA,NA,NA,NA
2015,June,salinity_psu,24.17,24.1,0.09,0.2,24,24.3
2015,June,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2015,June,temp_c,25.41,25.5,0.68,1.2,23.9,26.5
2015,June,temp_f,77.74,77.84,1.23,2.14,74.97,79.81
2015,June,total_algae_cellsL,NA,NA,NA,NA,NA,NA
2015,June,total_algae_rfu,NA,NA,NA,NA,NA,NA
2015,June,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2015,July,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2015,July,chlorophyll_ugL,NA,NA,NA,NA,NA,NA
2015,July,conductivity_uScm,39280.46,39300,257.94,400,38500,39700
2015,July,do_local_percent,NA,NA,NA,NA,NA,NA
2015,July,do_mgL,NA,NA,NA,NA,NA,NA
2015,July,do_saturated_percent,NA,NA,NA,NA,NA,NA
2015,July,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2015,July,orp_mV,180.42,181,4.88,4,153,187
2015,July,pH,8.19,8.2,0.06,0,7.5,8.2
2015,July,pH_mV,NA,NA,NA,NA,NA,NA
2015,July,salinity_psu,24.23,24.3,0.1,0.1,23.8,24.3
2015,July,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2015,July,temp_c,26.35,26.4,0.29,0.4,25.4,27.1
2015,July,temp_f,79.39,79.31,0.39,0.66,78.52,80.26
2015,July,total_algae_cellsL,NA,NA,NA,NA,NA,NA
2015,July,total_algae_rfu,NA,NA,NA,NA,NA,NA
2015,July,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2015,August,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2015,August,chlorophyll_ugL,NA,NA,NA,NA,NA,NA
2015,August,conductivity_uScm,38933.04,39000,124.75,200,38600,39100
2015,August,do_local_percent,NA,NA,NA,NA,NA,NA
2015,August,do_mgL,NA,NA,NA,NA,NA,NA
2015,August,do_saturated_percent,NA,NA,NA,NA,NA,NA
2015,August,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2015,August,orp_mV,165.02,165,4.99,8,151,174
2015,August,pH,8.15,8.2,0.05,0.1,8.1,8.2
2015,August,pH_mV,NA,NA,NA,NA,NA,NA
2015,August,salinity_psu,24,24,0,0,24,24
2015,August,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2015,August,temp_c,26.42,26.4,0.12,0.2,26.1,26.6
2015,August,temp_f,79.54,79.53,0.21,0.28,78.91,79.92
2015,August,total_algae_cellsL,NA,NA,NA,NA,NA,NA
2015,August,total_algae_rfu,NA,NA,NA,NA,NA,NA
2015,August,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2015,September,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2015,September,chlorophyll_ugL,NA,NA,NA,NA,NA,NA
2015,September,conductivity_uScm,34910.42,34900,204.92,300,34400,35200
2015,September,do_local_percent,NA,NA,NA,NA,NA,NA
2015,September,do_mgL,NA,NA,NA,NA,NA,NA
2015,September,do_saturated_percent,NA,NA,NA,NA,NA,NA
2015,September,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2015,September,orp_mV,169.43,169,4.44,6,159,183
2015,September,pH,8.2,8.2,0,0,8.2,8.2
2015,September,pH_mV,NA,NA,NA,NA,NA,NA
2015,September,salinity_psu,21.34,21.3,0.19,0.3,21,21.7
2015,September,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2015,September,temp_c,26.23,26.2,0.29,0.4,25.7,27
2015,September,temp_f,78,78.46,1.22,1.58,75.03,80.15
2015,September,total_algae_cellsL,NA,NA,NA,NA,NA,NA
2015,September,total_algae_rfu,NA,NA,NA,NA,NA,NA
2015,September,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2015,October,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2015,October,chlorophyll_ugL,NA,NA,NA,NA,NA,NA
2015,October,conductivity_uScm,34119.56,34100,586.18,700,32900,35400
2015,October,do_local_percent,NA,NA,NA,NA,NA,NA
2015,October,do_mgL,NA,NA,NA,NA,NA,NA
2015,October,do_saturated_percent,NA,NA,NA,NA,NA,NA
2015,October,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2015,October,orp_mV,145.14,137,15.76,31,123,170
2015,October,pH,8.27,8.3,0.07,0.1,8.1,8.4
2015,October,pH_mV,NA,NA,NA,NA,NA,NA
2015,October,salinity_psu,21.88,21.9,0.04,0,21.8,21.9
2015,October,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2015,October,temp_c,23.95,23.9,0.88,1,22.2,25.9
2015,October,temp_f,74.29,74.41,1.08,1.41,71.83,77.51
2015,October,total_algae_cellsL,NA,NA,NA,NA,NA,NA
2015,October,total_algae_rfu,NA,NA,NA,NA,NA,NA
2015,October,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2015,November,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2015,November,chlorophyll_ugL,NA,NA,NA,NA,NA,NA
2015,November,conductivity_uScm,35284.9,36900,2135.44,4300,32500,37700
2015,November,do_local_percent,NA,NA,NA,NA,NA,NA
2015,November,do_mgL,NA,NA,NA,NA,NA,NA
2015,November,do_saturated_percent,NA,NA,NA,NA,NA,NA
2015,November,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2015,November,orp_mV,136.44,133,9.53,4,124,158
2015,November,pH,8.22,8.2,0.09,0.1,7.9,8.3
2015,November,pH_mV,NA,NA,NA,NA,NA,NA
2015,November,salinity_psu,NA,NA,NA,NA,NA,NA
2015,November,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2015,November,temp_c,22.5,22.5,0.36,0.7,21.6,23.1
2015,November,temp_f,72.88,73.01,0.78,1.18,71.04,74.41
2015,November,total_algae_cellsL,NA,NA,NA,NA,NA,NA
2015,November,total_algae_rfu,NA,NA,NA,NA,NA,NA
2015,November,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2015,December,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2015,December,chlorophyll_ugL,NA,NA,NA,NA,NA,NA
2015,December,conductivity_uScm,37292.54,37400,338.22,500,36600,37900
2015,December,do_local_percent,NA,NA,NA,NA,NA,NA
2015,December,do_mgL,NA,NA,NA,NA,NA,NA
2015,December,do_saturated_percent,NA,NA,NA,NA,NA,NA
2015,December,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2015,December,orp_mV,125.57,126,5.41,5,116,141
2015,December,pH,8.13,8.1,0.06,0.1,8,8.2
2015,December,pH_mV,NA,NA,NA,NA,NA,NA
2015,December,salinity_psu,24.74,24.7,0.05,0.1,24.7,24.8
2015,December,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2015,December,temp_c,22.83,23,0.38,0.6,22,23.5
2015,December,temp_f,73.29,73.4,0.65,0.96,71.6,74.86
2015,December,total_algae_cellsL,NA,NA,NA,NA,NA,NA
2015,December,total_algae_rfu,NA,NA,NA,NA,NA,NA
2015,December,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2016,January,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2016,January,chlorophyll_ugL,NA,NA,NA,NA,NA,NA
2016,January,conductivity_uScm,37390.24,37500,510.02,700,36100,38100
2016,January,do_local_percent,NA,NA,NA,NA,NA,NA
2016,January,do_mgL,NA,NA,NA,NA,NA,NA
2016,January,do_saturated_percent,NA,NA,NA,NA,NA,NA
2016,January,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2016,January,orp_mV,195.37,184,45.54,91,130,268
2016,January,pH,8.1,8.1,0,0,8.1,8.1
2016,January,pH_mV,NA,NA,NA,NA,NA,NA
2016,January,salinity_psu,24.7,24.7,0.08,0.2,24.5,24.8
2016,January,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2016,January,temp_c,23.17,23.3,0.5,0.6,21.8,24
2016,January,temp_f,73.72,74.02,1.06,1.29,70.87,75.26
2016,January,total_algae_cellsL,NA,NA,NA,NA,NA,NA
2016,January,total_algae_rfu,NA,NA,NA,NA,NA,NA
2016,January,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2016,February,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2016,February,chlorophyll_ugL,NA,NA,NA,NA,NA,NA
2016,February,conductivity_uScm,38083.21,38100,200.05,300,37600,38400
2016,February,do_local_percent,NA,NA,NA,NA,NA,NA
2016,February,do_mgL,NA,NA,NA,NA,NA,NA
2016,February,do_saturated_percent,NA,NA,NA,NA,NA,NA
2016,February,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2016,February,orp_mV,143.58,143,19.53,32,112,181
2016,February,pH,8.13,8.1,0.05,0.1,8.1,8.2
2016,February,pH_mV,NA,NA,NA,NA,NA,NA
2016,February,salinity_psu,24.71,24.7,0.1,0.1,24.3,24.8
2016,February,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2016,February,temp_c,23.94,24,0.18,0.3,23.6,24.3
2016,February,temp_f,75.16,75.17,0.35,0.45,74.24,76.21
2016,February,total_algae_cellsL,NA,NA,NA,NA,NA,NA
2016,February,total_algae_rfu,NA,NA,NA,NA,NA,NA
2016,February,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2016,March,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2016,March,chlorophyll_ugL,NA,NA,NA,NA,NA,NA
2016,March,conductivity_uScm,38676.01,38700,277.56,500,38200,39100
2016,March,do_local_percent,NA,NA,NA,NA,NA,NA
2016,March,do_mgL,NA,NA,NA,NA,NA,NA
2016,March,do_saturated_percent,NA,NA,NA,NA,NA,NA
2016,March,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2016,March,orp_mV,110.87,111,1.63,2,108,115
2016,March,pH,8.1,8.1,0,0,8.1,8.1
2016,March,pH_mV,NA,NA,NA,NA,NA,NA
2016,March,salinity_psu,24.83,24.8,0.15,0.2,24.5,25.2
2016,March,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2016,March,temp_c,24.5,24.5,0.17,0.2,24.1,24.9
2016,March,temp_f,76.09,76.1,0.27,0.34,75.37,76.78
2016,March,total_algae_cellsL,NA,NA,NA,NA,NA,NA
2016,March,total_algae_rfu,NA,NA,NA,NA,NA,NA
2016,March,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2016,April,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2016,April,chlorophyll_ugL,NA,NA,NA,NA,NA,NA
2016,April,conductivity_uScm,38213.93,38200,193.58,200,37800,38600
2016,April,do_local_percent,NA,NA,NA,NA,NA,NA
2016,April,do_mgL,NA,NA,NA,NA,NA,NA
2016,April,do_saturated_percent,NA,NA,NA,NA,NA,NA
2016,April,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2016,April,orp_mV,113.47,113,3.1,4,106,122
2016,April,pH,8.14,8.1,0.05,0.1,8.1,8.2
2016,April,pH_mV,NA,NA,NA,NA,NA,NA
2016,April,salinity_psu,25.13,25.1,0.23,0.4,24.3,25.5
2016,April,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2016,April,temp_c,23.39,23.4,0.26,0.4,22.8,24
2016,April,temp_f,74.02,74.02,0.47,0.73,72.95,75.09
2016,April,total_algae_cellsL,NA,NA,NA,NA,NA,NA
2016,April,total_algae_rfu,NA,NA,NA,NA,NA,NA
2016,April,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2016,May,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2016,May,chlorophyll_ugL,NA,NA,NA,NA,NA,NA
2016,May,conductivity_uScm,37702.22,37700,302.8,500,37100,38200
2016,May,do_local_percent,NA,NA,NA,NA,NA,NA
2016,May,do_mgL,NA,NA,NA,NA,NA,NA
2016,May,do_saturated_percent,NA,NA,NA,NA,NA,NA
2016,May,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2016,May,orp_mV,126.39,127,8.64,9,106,148
2016,May,pH,8.03,8,0.04,0.1,8,8.1
2016,May,pH_mV,NA,NA,NA,NA,NA,NA
2016,May,salinity_psu,24.69,24.7,0.09,0.2,24.6,24.9
2016,May,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2016,May,temp_c,23.48,23.5,0.3,0.5,22.9,24
2016,May,temp_f,74.22,74.24,0.55,0.84,73.01,75.31
2016,May,total_algae_cellsL,NA,NA,NA,NA,NA,NA
2016,May,total_algae_rfu,NA,NA,NA,NA,NA,NA
2016,May,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2016,June,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2016,June,chlorophyll_ugL,NA,NA,NA,NA,NA,NA
2016,June,conductivity_uScm,38754.01,38700,615.77,800,37300,40100
2016,June,do_local_percent,NA,NA,NA,NA,NA,NA
2016,June,do_mgL,NA,NA,NA,NA,NA,NA
2016,June,do_saturated_percent,NA,NA,NA,NA,NA,NA
2016,June,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2016,June,orp_mV,124.62,125,3.28,4,118,134
2016,June,pH,8,8,0,0,8,8
