Time Interval,Date,Temperature (ºF),Temperature (ºC),pH (mV),Salinity (PSU),Conductivity (µS/cm),"Conductivity, Non-Linear Function (µS/cm)","Conductivity, Specific (µS/cm)",Dissolved Oxygen (mg/L),"Dissolved Oxygen, Saturated (%)","Dissolved Oxygen, Local (%)",Oxygen Reduction Potential (mV),Chlorophyll (RFU),Total Algae (RFU),Total Dissolved Solids (mg/L),pH (YSI),Turbidity (RFU),Phosphate (mg/L),"Nitrate, Mid-Range (mg/L)","Nitrate, High-Range (mg/L)",pH_Hach,Alkalinity (mg/L CaCO3),Silica (mg/L),Iron (mg/L),Ammonia (mg/L)
Weekly,2015-08-08,79.5875,26.5,NA,24,39000,NA,NA,NA,NA,NA,168,NA,NA,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2015-09-05,79.025,26.7,NA,21.2,35000,NA,NA,NA,NA,NA,170,NA,NA,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2015-09-12,78.4063,26.3,NA,21.2,34800,NA,NA,NA,NA,NA,172,NA,NA,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2015-09-19,78.6313,26.4,NA,21.2,34900,NA,NA,NA,NA,NA,170,NA,NA,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2015-09-26,76.1563,26,NA,21.5,35100,NA,NA,NA,NA,NA,167,NA,NA,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2015-10-03,76.55,25.8,NA,21.7,35100,NA,NA,NA,NA,NA,163,NA,NA,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2015-10-10,75.0875,24.4,NA,21.9,34500,NA,NA,NA,NA,NA,165,NA,NA,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2015-10-17,74.9188,24,NA,21.9,34200,NA,NA,NA,NA,NA,129,NA,NA,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2015-10-24,74.3,23.7,NA,21.9,33900,NA,NA,NA,NA,NA,135,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2015-10-31,73.1188,22.8,NA,21.9,33500,NA,NA,NA,NA,NA,136,NA,NA,NA,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2015-11-07,71.7688,22.1,NA,NA,32800,NA,NA,NA,NA,NA,133,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2015-11-14,73.4,22.9,NA,NA,33300,NA,NA,NA,NA,NA,130,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2015-11-21,73.6813,23,NA,NA,37600,NA,NA,NA,NA,NA,158,NA,NA,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2015-11-28,72.725,22.6,NA,NA,37100,NA,NA,NA,NA,NA,153.5,NA,NA,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2015-12-05,72.4437,22.4,NA,24.7,36900,NA,NA,NA,NA,NA,125,NA,NA,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2015-12-12,73.2313,22.3,NA,24.7,36800,NA,NA,NA,NA,NA,117,NA,NA,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2015-12-19,73.1188,23.1,NA,24.7,37500,NA,NA,NA,NA,NA,139,NA,NA,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2015-12-26,73.625,23,NA,24.8,37500,NA,NA,NA,NA,NA,126,NA,NA,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2016-01-02,74.1313,23.3,NA,24.8,37700,NA,NA,NA,NA,NA,129,NA,NA,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2016-01-09,74.0187,23.2,NA,24.8,37500,NA,NA,NA,NA,NA,151,NA,NA,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2016-01-16,74.4688,23.6,NA,24.6,37700,NA,NA,NA,NA,NA,222,NA,NA,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2016-01-23,71.8812,22.3,NA,24.6,36500,NA,NA,NA,NA,NA,259,NA,NA,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2016-01-30,73.9625,23.2,NA,24.7,37600,NA,NA,NA,NA,NA,160,NA,NA,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2016-02-06,75.3125,23.9,NA,24.8,38100,NA,NA,NA,NA,NA,166,NA,NA,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2016-02-13,75.2563,24,NA,24.8,38200,NA,NA,NA,NA,NA,157,NA,NA,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2016-02-20,75.2563,24,NA,24.7,38100,NA,NA,NA,NA,NA,138,NA,NA,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2016-02-27,74.8063,23.8,NA,24.6,37800,NA,NA,NA,NA,NA,122,NA,NA,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2016-03-05,76.1,24.5,NA,24.7,38500,NA,NA,NA,NA,NA,112,NA,NA,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2016-03-12,75.8188,24.3,NA,24.7,38300,NA,NA,NA,NA,NA,111,NA,NA,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2016-03-19,76.2687,24.6,NA,24.8,38700,NA,NA,NA,NA,NA,110,NA,NA,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2016-03-26,76.1563,24.6,NA,24.9,38900,NA,NA,NA,NA,NA,109,NA,NA,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2016-04-02,75.9313,24.4,NA,25.1,38900,NA,NA,NA,NA,NA,113,NA,NA,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2016-04-09,74.0187,23.4,NA,25.1,38300,NA,NA,NA,NA,NA,112,NA,NA,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2016-04-16,73.625,23.2,NA,25.3,38300,NA,NA,NA,NA,NA,113,NA,NA,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2016-04-23,73.7938,23.2,NA,25.1,38200,NA,NA,NA,NA,NA,112,NA,NA,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2016-04-30,74.4688,23.6,NA,24.9,38100,NA,NA,NA,NA,NA,113,NA,NA,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2016-05-07,74.2438,23.5,NA,24.8,37900,NA,NA,NA,NA,NA,113,NA,NA,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2016-05-14,74.5812,23.7,NA,24.7,38000,NA,NA,NA,NA,NA,134,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2016-05-21,74.525,23.6,NA,24.7,37700,NA,NA,NA,NA,NA,128,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2016-05-28,73.9063,23.3,NA,24.6,37500,NA,NA,NA,NA,NA,129,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2016-06-04,73.85,23.3,NA,24.6,37500,NA,NA,NA,NA,NA,122,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2016-06-11,76.1,24.5,NA,24.8,38500,NA,NA,NA,NA,NA,126,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2016-06-18,76.775,24.9,NA,24.6,38700,NA,NA,NA,NA,NA,124,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2016-06-25,77.5063,25.3,NA,24.8,39200,NA,NA,NA,NA,NA,126,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2016-07-02,77.7875,25.5,NA,25,39800,NA,NA,NA,NA,NA,128,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2016-07-09,78.575,25.9,NA,25.2,40300,NA,NA,NA,NA,NA,130,NA,NA,NA,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2016-07-16,79.25,26.3,NA,25.4,40800,NA,NA,NA,NA,NA,129,NA,NA,NA,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2016-07-23,78.8,26,NA,25.5,40800,NA,NA,NA,NA,NA,152,NA,NA,NA,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2016-07-30,80.0375,26.7,NA,25.6,41400,NA,NA,NA,NA,NA,118,NA,NA,NA,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2016-08-06,79.3625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2016-08-13,79.3063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2016-08-20,79.8125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2016-08-27,79.1375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2016-09-03,78.35,25.8,NA,22.2,35900,NA,NA,NA,NA,NA,341.5,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2016-09-10,77.5625,25.3,NA,22.2,35500,NA,NA,NA,NA,NA,388,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2016-09-17,77.225,25.1,NA,22.1,35200,NA,NA,NA,NA,NA,474,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2016-09-24,76.2125,24.6,NA,22.1,34800,NA,NA,NA,NA,NA,511,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2016-10-01,74.1313,23.4,NA,22,34000,NA,NA,NA,NA,NA,593,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2016-10-08,74.1313,23.4,NA,22.1,34200,NA,NA,NA,NA,NA,625,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2016-10-15,73.5125,23,NA,22.3,34200,NA,NA,NA,NA,NA,655,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2016-10-22,72.6125,22.5,NA,22.4,34000,NA,NA,NA,NA,NA,672,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2016-10-29,72.725,22.6,NA,22.6,34100,NA,NA,NA,NA,NA,702,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2016-11-05,71.9375,22.2,NA,22.7,34000,NA,NA,NA,NA,NA,719,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2016-11-12,70.3625,21.3,NA,22.8,33500,NA,NA,NA,NA,NA,722,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2016-11-19,68.59065,20.3,NA,22.9,33000,NA,NA,NA,NA,NA,738,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2016-11-26,67.325,19.6,NA,23,32600,NA,NA,NA,NA,NA,743,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2016-12-03,68.225,20.1,NA,23.1,33100,NA,NA,NA,NA,NA,764,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2016-12-10,71.3187,21.8,NA,23.1,34300,NA,NA,NA,NA,NA,774,NA,0,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2016-12-17,69.7438,20.9,NA,23.2,33800,NA,NA,NA,NA,NA,773,NA,0,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2016-12-24,68.0563,20,NA,23.2,33300,NA,NA,NA,NA,NA,772,NA,0,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2016-12-31,68.6188,20.3,NA,23.3,33500,NA,NA,NA,NA,NA,767,NA,0,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2017-01-07,70.025,21.1,NA,23.3,34100,NA,NA,NA,NA,NA,790,NA,0,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2017-01-14,70.0813,21.1,NA,23.4,34300,NA,NA,NA,NA,NA,790,NA,0,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2017-01-21,70.0813,21.1,NA,23.4,34300,NA,NA,NA,NA,NA,796,NA,0,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2017-01-28,71.7688,22.06,NA,23.4,35275,NA,NA,NA,NA,NA,799,NA,0.399609,NA,8.29,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2017-02-04,70.5313,21.575,NA,24.065,35337.5,NA,NA,NA,NA,NA,796,NA,0.702344,NA,8.3575,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2017-02-11,69.575,21.575,NA,24.065,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8.3575,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2017-02-18,69.8563,20.97,NA,24.385,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,8.335,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2017-02-25,69.2938,20.68,NA,24.515,NA,NA,NA,NA,NA,NA,628.8,NA,0.702344,NA,8.345,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2017-03-04,69.1813,20.635,NA,24.58,35362.5,NA,NA,NA,NA,NA,794.4,NA,0.599219,NA,8.3725,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2017-03-11,69.4063,20.8,NA,24.595,35543.7,NA,NA,NA,NA,NA,796.8,NA,0.701562,NA,8.435,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2017-03-18,71.3187,21.845,NA,24.56,36275,NA,NA,NA,NA,NA,804.8,NA,1.50469,NA,8.3475,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2017-03-25,71.6,22.22,NA,24.505,36725,NA,NA,NA,NA,NA,793.6,NA,0.898438,NA,8.3475,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2017-04-01,68.6188,20.315,NA,24.505,35775,NA,NA,NA,NA,NA,782.4,NA,0.898438,NA,8.2175,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2017-04-08,67.325,19.635,NA,25.26,35431.2,NA,NA,NA,NA,NA,784.4,NA,0.600781,NA,8.3225,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2017-04-15,68,20.07,NA,25.205,35775,NA,NA,NA,NA,NA,786.4,NA,0.699219,NA,8.4225,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2017-04-22,69.2375,20.73,NA,25.315,36381.2,NA,NA,NA,NA,NA,785.2,NA,0.702344,NA,8.36,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2017-04-29,69.4063,20.835,NA,26.035,37381.2,NA,NA,NA,NA,NA,779.2,NA,0.4,NA,8.4225,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2017-05-06,69.1813,20.695,NA,26.065,37300,NA,NA,NA,NA,NA,771.2,NA,0.3,NA,8.3475,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2017-05-13,69.4063,20.8,NA,26.16,37600,NA,NA,NA,NA,NA,785.6,NA,0.600781,NA,8.4075,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2017-05-20,69.2375,20.715,NA,26.535,38056.2,NA,NA,NA,NA,NA,795.2,NA,1.19844,NA,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2017-05-27,70.3625,21.26,NA,26.85,38781.3,NA,NA,NA,NA,NA,803.2,NA,0.4,NA,8.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2017-06-03,71.2625,21.8,NA,27.1,39600,NA,NA,NA,NA,NA,804,NA,1,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2017-06-10,73.5688,23.1,NA,27.3,41000,NA,NA,NA,NA,NA,809,NA,1,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2017-06-17,73.2313,22.9,NA,27.5,41000,NA,NA,NA,NA,NA,796,NA,1,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2017-06-24,74.2438,23.5,NA,27.6,41700,NA,NA,NA,NA,NA,803,NA,18,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2017-07-01,75.56565,24.2,NA,27.9,42600,NA,NA,NA,NA,NA,808,NA,4,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2017-07-08,76.3813,24.5,NA,28,43000,NA,NA,NA,NA,NA,807,NA,13,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2017-07-15,77.1688,25.1,NA,28,43700,NA,NA,NA,NA,NA,807,NA,0,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2017-07-22,77.45,25.2,NA,27.9,43600,NA,NA,NA,NA,NA,813,NA,1,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2017-07-29,77.2813,25.1,NA,27.3,42200,NA,NA,NA,NA,NA,807,NA,4,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2017-08-05,77.2813,25.1,NA,27.3,42900,NA,NA,NA,NA,NA,809,NA,2,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2017-08-12,77.5625,25.3,NA,28.6,43500,NA,NA,NA,NA,NA,803,NA,3,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2017-08-19,77.675,25.4,NA,28.5,45500,NA,NA,NA,NA,NA,804,NA,0,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2017-08-26,76.775,24.9,NA,NA,45200,NA,NA,NA,NA,NA,800,NA,0,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2017-09-02,76.9438,25,NA,29.3,45300,NA,NA,NA,NA,NA,800,NA,1,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2017-09-09,76.2125,24.6,NA,29.3,45000,NA,NA,NA,NA,NA,797,NA,3,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2017-09-16,76.1563,24.5,NA,29.4,45100,NA,NA,NA,NA,NA,804,NA,4,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2017-09-23,75.2563,24,NA,29.5,44800,NA,NA,NA,NA,NA,794,NA,0,NA,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2017-09-30,73.7938,23.2,NA,29.6,43900,NA,NA,NA,NA,NA,797,NA,0,NA,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2017-10-07,72.1063,22.3,NA,30,43900,NA,NA,NA,NA,NA,794,NA,0,NA,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2017-10-14,70.8688,21.6,NA,29.8,43000,NA,NA,NA,NA,NA,793,NA,0,NA,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2017-10-21,70.6438,21.5,NA,30.6,43900,NA,NA,NA,NA,NA,786,NA,0,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2017-10-28,69.9688,21.1,NA,30.2,43500,NA,NA,NA,NA,NA,792,NA,0,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2017-11-04,68.9,20.5,NA,29.3,41100,NA,NA,NA,NA,NA,738,NA,0,NA,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2017-11-11,70.9813,21.6,NA,29.4,42400,NA,NA,NA,NA,NA,757,NA,0,NA,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2017-11-18,73.0625,22.8,NA,29.5,43700,NA,NA,NA,NA,NA,769,NA,0,NA,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2017-11-25,73.2313,22.9,NA,30.6,45100,NA,NA,NA,NA,NA,760,NA,0,NA,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2017-12-02,72.95,22.7,NA,30.5,45000,NA,NA,NA,NA,NA,754,NA,0,NA,8.4,NA,NA,0.7,1.4,NA,NA,NA,NA,NA
Weekly,2017-12-09,71.9375,22.1,NA,30.5,44600,NA,NA,NA,NA,NA,756,NA,0,NA,8.3,0,0.04,0.9,1.5,NA,NA,NA,NA,NA
Weekly,2017-12-16,72.05,22.2,NA,31,45100,NA,NA,NA,NA,NA,752,NA,0,NA,8.4,0,0.05,1,1.7,NA,NA,NA,NA,NA
Weekly,2017-12-23,74.8063,23.8,NA,30,45700,NA,NA,NA,NA,NA,716.5,NA,0,NA,8.6,0,0.06,1,1.3,NA,NA,NA,NA,NA
Weekly,2017-12-30,76.6625,24.8,NA,30,46200,NA,NA,NA,NA,NA,733,NA,0,NA,8.6,0,0.05,0.8,1.5,NA,NA,NA,NA,NA
Weekly,2018-01-06,76.6063,24.8,NA,30.3,46400,NA,NA,NA,NA,NA,754,NA,0,NA,8.5,0,0.08,1.2,2,NA,NA,NA,NA,NA
Weekly,2018-01-13,76.6625,24.8,NA,30.4,46600,NA,NA,NA,NA,NA,754,NA,0,NA,8.5,0,0.09,1.1,2.5,NA,NA,NA,NA,NA
Weekly,2018-01-20,77.0563,25,NA,31,47500,NA,NA,NA,NA,NA,758,NA,0,NA,8.7,0,0.05,1,1.5,NA,NA,NA,NA,NA
Weekly,2018-01-27,77.3937,25.2,NA,31.1,48000,NA,NA,NA,NA,NA,782,NA,0,NA,8.7,0,0.12,1.2,1.8,NA,NA,NA,NA,NA
Weekly,2018-02-03,75.65,24.2,NA,31.1,47100,NA,NA,NA,NA,NA,794,NA,0,NA,8.6,NA,NA,1,1.9,NA,NA,NA,NA,NA
Weekly,2018-02-10,75.9875,24.4,NA,31,47100,NA,NA,NA,NA,NA,789,NA,0,NA,8.6,0,0.2,1,1.4,NA,NA,NA,NA,NA
Weekly,2018-02-17,75.9313,24.4,NA,31,47100,NA,NA,NA,NA,NA,744,NA,0,NA,8.5,0,0.05,0.8,1.4,NA,NA,NA,NA,NA
Weekly,2018-02-24,77.2813,25.1,NA,31.7,48700,NA,NA,NA,NA,NA,747,NA,0,NA,8.6,0,0.06,0.7,1.8,NA,NA,NA,NA,NA
Weekly,2018-03-03,76.7188,24.8,NA,32,48900,NA,NA,NA,NA,NA,760,NA,0,NA,8.8,0,NA,0.8,1.1,NA,NA,NA,NA,NA
Weekly,2018-03-10,76.8875,24.9,NA,32,49000,NA,NA,NA,NA,NA,770,NA,0,NA,8.8,0,0.12,0.9,1.6,NA,NA,NA,NA,NA
Weekly,2018-03-17,76.775,24.8,NA,32.1,49000,NA,NA,NA,NA,NA,778,NA,0,NA,8.8,0,0.11,0.9,1,NA,NA,NA,NA,NA
Weekly,2018-03-24,77,25,NA,32.6,49600,NA,NA,NA,NA,NA,773,NA,0,NA,8.8,0,0.1,0.7,1.8,NA,NA,NA,NA,NA
Weekly,2018-03-31,76.775,24.8,NA,32.7,50100,NA,NA,NA,NA,NA,768,NA,0,NA,8.7,0,0.12,1,1.3,NA,NA,NA,NA,NA
Weekly,2018-04-07,76.7188,24.8,NA,33.1,50300,NA,NA,NA,NA,NA,778,NA,0,NA,8.7,1,0.13,1.1,1.4,NA,NA,NA,NA,NA
Weekly,2018-04-14,76.55,24.7,NA,33,50200,NA,NA,NA,NA,NA,783,NA,0,NA,8.7,0,0.12,0.8,1.2,NA,NA,NA,NA,NA
Weekly,2018-04-21,75.5375,24.1,NA,33.1,49800,NA,NA,NA,NA,NA,793,NA,0,NA,8.8,0,0.06,1,1.5,NA,NA,NA,NA,NA
Weekly,2018-04-28,75.5938,24.2,NA,33.2,50100,NA,NA,NA,NA,NA,799,NA,0,NA,8.8,2,0.22,1.2,1.8,NA,NA,NA,NA,NA
Weekly,2018-05-05,74.1875,23.4,NA,31.7,47200,NA,NA,NA,NA,NA,746,NA,0,NA,8.8,0,0.03,1.1,2.8,NA,NA,NA,NA,NA
Weekly,2018-05-12,74.2438,23.5,NA,31.7,47200,NA,NA,NA,NA,NA,746,NA,0,NA,8.8,0,0.09,1,2.3,NA,NA,NA,NA,NA
Weekly,2018-05-19,73.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.08,1.2,2.2,NA,NA,NA,NA,NA
Weekly,2018-05-26,74.3,23.3,NA,31.5,46800,NA,NA,NA,NA,NA,776,NA,0,NA,8.8,0,0.05,0.7,2,NA,NA,NA,NA,NA
Weekly,2018-06-02,73.5688,23.1,NA,31.3,46300,NA,NA,NA,NA,NA,778,NA,0,NA,8.7,0,0.12,1.1,2.3,NA,NA,NA,NA,NA
Weekly,2018-06-09,74.75,23.7,NA,31.2,46800,NA,NA,NA,NA,NA,806,NA,0,NA,8.7,0,0.2,0.8,1.8,NA,NA,NA,NA,NA
Weekly,2018-06-16,75.2563,24.05,NA,31.2,47100,NA,NA,NA,NA,NA,808,NA,0,NA,8.7,0,0.17,1.2,1.5,NA,NA,NA,NA,NA
Weekly,2018-06-23,75.1437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0.15,0.9,1.2,NA,NA,NA,NA,NA
Weekly,2018-06-30,76.3813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0.18,1.1,1.9,NA,NA,NA,NA,NA
Weekly,2018-07-07,76.4938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0.07,1.3,2,NA,NA,NA,NA,NA
Weekly,2018-07-14,76.9438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0.1,1.5,1.8,NA,NA,NA,NA,NA
Weekly,2018-07-21,77.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0.08,1.1,1.8,NA,NA,NA,NA,NA
Weekly,2018-07-28,79.5313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2018-08-04,79.7563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0.09,0.9,0.9,NA,NA,NA,NA,NA
Weekly,2018-08-11,79.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2018-08-18,79.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
