Serial Number:20895591 --

"Date Time, GMT -0700","Temp, (*F)","mV","pH","Button Down","Button Up","Host Connect","Start Calibration","Calibration Values","Calibration Buffers","End Calibration","Cancel Calibration","EOF"
2021-10-21 11:00:00,77.44,-66.05,8.20, , , , , , , , , 
2021-10-21 11:15:00,77.44,-64.92,8.18, , , , , , , , , 
2021-10-21 11:30:00,77.49,-65.78,8.20, , , , , , , , , 
2021-10-21 11:45:00,77.53,-65.41,8.19, , , , , , , , , 
2021-10-21 12:00:00,77.57,-65.27,8.19, , , , , , , , , 
2021-10-21 12:15:00,77.57,-64.49,8.18, , , , , , , , , 
2021-10-21 12:30:00,77.62,-65.85,8.20, , , , , , , , , 
2021-10-21 12:45:00,77.57,-65.02,8.19, , , , , , , , , 
2021-10-21 13:00:00,77.57,-65.06,8.19, , , , , , , , , 
2021-10-21 13:15:00,77.53,-63.69,8.16, , , , , , , , , 
2021-10-21 13:30:00,77.53,-64.17,8.17, , , , , , , , , 
2021-10-21 13:45:00,77.53,-64.63,8.18, , , , , , , , , 
2021-10-21 14:00:00,77.53,-64.28,8.17, , , , , , , , , 
2021-10-21 14:15:00,77.53,-64.36,8.17, , , , , , , , , 
2021-10-21 14:30:00,77.53,-65.14,8.19, , , , , , , , , 
2021-10-21 14:45:00,77.53,-64.63,8.18, , , , , , , , , 
2021-10-21 15:00:00,77.49,-64.97,8.19, , , , , , , , , 
2021-10-21 15:15:00,77.44,-64.74,8.18, , , , , , , , , 
2021-10-21 15:30:00,77.44,-65.10,8.19, , , , , , , , , 
2021-10-21 15:45:00,77.40,-64.77,8.18, , , , , , , , , 
2021-10-21 16:00:00,77.40,-64.41,8.18, , , , , , , , , 
2021-10-21 16:15:00,77.36,-64.03,8.17, , , , , , , , , 
2021-10-21 16:30:00,77.36,-64.06,8.17, , , , , , , , , 
2021-10-21 16:45:00,77.31,-63.91,8.17, , , , , , , , , 
2021-10-21 17:00:00,77.31,-63.80,8.17, , , , , , , , , 
2021-10-21 17:15:00,77.27,-63.49,8.16, , , , , , , , , 
2021-10-21 17:30:00,77.27,-63.41,8.16, , , , , , , , , 
2021-10-21 17:45:00,77.27,-63.39,8.16, , , , , , , , , 
2021-10-21 18:00:00,77.23,-63.21,8.15, , , , , , , , , 
2021-10-21 18:15:00,77.23,-63.14,8.15, , , , , , , , , 
2021-10-21 18:30:00,77.23,-62.94,8.15, , , , , , , , , 
2021-10-21 18:45:00,77.18,-62.63,8.14, , , , , , , , , 
2021-10-21 19:00:00,77.18,-62.66,8.15, , , , , , , , , 
2021-10-21 19:15:00,77.18,-62.56,8.14, , , , , , , , , 
2021-10-21 19:30:00,77.14,-62.46,8.14, , , , , , , , , 
2021-10-21 19:45:00,77.14,-62.38,8.14, , , , , , , , , 
2021-10-21 20:00:00,77.14,-62.33,8.14, , , , , , , , , 
2021-10-21 20:15:00,77.09,-62.14,8.14, , , , , , , , , 
2021-10-21 20:30:00,77.09,-62.16,8.14, , , , , , , , , 
2021-10-21 20:45:00,77.09,-62.03,8.13, , , , , , , , , 
2021-10-21 21:00:00,77.05,-61.99,8.13, , , , , , , , , 
2021-10-21 21:15:00,77.05,-62.00,8.13, , , , , , , , , 
2021-10-21 21:30:00,77.05,-61.94,8.13, , , , , , , , , 
2021-10-21 21:45:00,77.05,-61.81,8.13, , , , , , , , , 
2021-10-21 22:00:00,77.01,-61.77,8.13, , , , , , , , , 
2021-10-21 22:15:00,77.01,-61.72,8.13, , , , , , , , , 
2021-10-21 22:30:00,77.01,-61.64,8.13, , , , , , , , , 
2021-10-21 22:45:00,76.96,-61.58,8.13, , , , , , , , , 
2021-10-21 23:00:00,76.96,-61.53,8.13, , , , , , , , , 
2021-10-21 23:15:00,76.96,-61.47,8.12, , , , , , , , , 
2021-10-21 23:30:00,76.92,-61.44,8.12, , , , , , , , , 
2021-10-21 23:45:00,76.92,-61.39,8.12, , , , , , , , , 
2021-10-22 00:00:00,76.92,-61.38,8.12, , , , , , , , , 
2021-10-22 00:15:00,76.92,-61.35,8.12, , , , , , , , , 
2021-10-22 00:30:00,76.92,-61.31,8.12, , , , , , , , , 
2021-10-22 00:45:00,76.92,-61.31,8.12, , , , , , , , , 
2021-10-22 01:00:00,76.92,-61.22,8.12, , , , , , , , , 
2021-10-22 01:15:00,76.92,-61.31,8.12, , , , , , , , , 
2021-10-22 01:30:00,76.88,-61.41,8.12, , , , , , , , , 
2021-10-22 01:45:00,76.88,-61.46,8.12, , , , , , , , , 
2021-10-22 02:00:00,76.88,-61.46,8.12, , , , , , , , , 
2021-10-22 02:15:00,76.88,-61.39,8.12, , , , , , , , , 
2021-10-22 02:30:00,76.88,-61.39,8.12, , , , , , , , , 
2021-10-22 02:45:00,76.88,-61.36,8.12, , , , , , , , , 
2021-10-22 03:00:00,76.88,-61.35,8.12, , , , , , , , , 
2021-10-22 03:15:00,76.88,-61.30,8.12, , , , , , , , , 
2021-10-22 03:30:00,76.88,-61.27,8.12, , , , , , , , , 
2021-10-22 03:45:00,76.88,-61.24,8.12, , , , , , , , , 
2021-10-22 04:00:00,76.88,-61.06,8.12, , , , , , , , , 
2021-10-22 04:15:00,76.88,-60.99,8.12, , , , , , , , , 
2021-10-22 04:30:00,76.83,-60.94,8.12, , , , , , , , , 
2021-10-22 04:45:00,76.83,-60.94,8.12, , , , , , , , , 
2021-10-22 05:00:00,76.88,-60.89,8.11, , , , , , , , , 
2021-10-22 05:15:00,76.83,-60.77,8.11, , , , , , , , , 
2021-10-22 05:30:00,76.83,-60.77,8.11, , , , , , , , , 
2021-10-22 05:45:00,76.83,-60.72,8.11, , , , , , , , , 
2021-10-22 06:00:00,76.83,-60.67,8.11, , , , , , , , , 
2021-10-22 06:15:00,76.79,-60.61,8.11, , , , , , , , , 
2021-10-22 06:30:00,76.79,-60.58,8.11, , , , , , , , , 
2021-10-22 06:45:00,76.79,-60.55,8.11, , , , , , , , , 
2021-10-22 07:00:00,76.75,-60.52,8.11, , , , , , , , , 
2021-10-22 07:15:00,76.75,-60.49,8.11, , , , , , , , , 
2021-10-22 07:30:00,76.75,-60.53,8.11, , , , , , , , , 
2021-10-22 07:45:00,76.79,-60.56,8.11, , , , , , , , , 
2021-10-22 08:00:00,76.79,-60.69,8.11, , , , , , , , , 
2021-10-22 08:15:00,76.88,-60.91,8.11, , , , , , , , , 
2021-10-22 08:30:00,76.92,-61.39,8.12, , , , , , , , , 
2021-10-22 08:45:00,76.96,-61.63,8.13, , , , , , , , , 
2021-10-22 09:00:00,77.01,-61.91,8.13, , , , , , , , , 
2021-10-22 09:15:00,77.05,-61.64,8.13, , , , , , , , , 
2021-10-22 09:30:00,77.09,-62.42,8.14, , , , , , , , , 
2021-10-22 09:45:00,77.14,-62.72,8.15, , , , , , , , , 
2021-10-22 10:00:00,77.18,-63.67,8.16, , , , , , , , , 
2021-10-22 10:15:00,77.23,-65.02,8.19, , , , , , , , , 
2021-10-22 10:30:00,77.31,-65.66,8.20, , , , , , , , , 
2021-10-22 10:45:00,77.31,-65.49,8.20, , , , , , , , , 
2021-10-22 11:00:00,77.40,-66.21,8.21, , , , , , , , , 
2021-10-22 11:15:00,77.44,-65.99,8.20, , , , , , , , , 
2021-10-22 11:30:00,77.49,-65.56,8.20, , , , , , , , , 
2021-10-22 11:45:00,77.53,-66.13,8.21, , , , , , , , , 
2021-10-22 12:00:00,77.53,-65.66,8.20, , , , , , , , , 
2021-10-22 12:15:00,77.53,-66.02,8.20, , , , , , , , , 
2021-10-22 12:30:00,77.53,-65.08,8.19, , , , , , , , , 
2021-10-22 12:45:00,77.53,-65.31,8.19, , , , , , , , , 
2021-10-22 13:00:00,77.53,-65.11,8.19, , , , , , , , , 
2021-10-22 13:15:00,77.27,-63.96,8.17, , , , , , , , , 
2021-10-22 13:20:12, , , ,Logged,Logged, , , , , , , 
2021-10-22 13:20:13, , , , , ,Logged, , , , , , 
2021-10-22 13:20:20, , , , , , ,Logged, , , , , 
2021-10-22 13:23:27, , , , , , , ,S: 94.1% O: -0.53 mV, , , , 
2021-10-22 13:23:32, , , , , , , , ,"4.01 pH, 7.00 pH, 10.00 pH",Logged, , 
2021-10-22 13:30:00,76.79,-76.25,8.36, , , , , , , , , 
2021-10-22 13:45:00,75.83,-76.77,8.37, , , , , , , , , 
2021-10-22 14:00:00,77.18,-65.39,8.16, , , , , , , , , 
2021-10-22 14:15:00,77.36,-65.85,8.17, , , , , , , , , 
2021-10-22 14:30:00,77.40,-66.00,8.17, , , , , , , , , 
2021-10-22 14:45:00,77.36,-66.19,8.18, , , , , , , , , 
2021-10-22 15:00:00,77.36,-65.67,8.17, , , , , , , , , 
2021-10-22 15:15:00,77.36,-65.56,8.17, , , , , , , , , 
2021-10-22 15:30:00,77.36,-65.38,8.16, , , , , , , , , 
2021-10-22 15:45:00,77.36,-65.10,8.16, , , , , , , , , 
2021-10-22 16:00:00,77.36,-65.02,8.16, , , , , , , , , 
2021-10-22 16:15:00,77.31,-64.86,8.15, , , , , , , , , 
2021-10-22 16:30:00,77.31,-64.74,8.15, , , , , , , , , 
2021-10-22 16:45:00,77.27,-64.50,8.15, , , , , , , , , 
2021-10-22 17:00:00,77.27,-64.31,8.14, , , , , , , , , 
2021-10-22 17:15:00,77.23,-64.14,8.14, , , , , , , , , 
2021-10-22 17:30:00,77.23,-64.13,8.14, , , , , , , , , 
2021-10-22 17:45:00,77.18,-63.28,8.13, , , , , , , , , 
2021-10-22 18:00:00,77.18,-63.75,8.13, , , , , , , , , 
2021-10-22 18:15:00,77.18,-63.41,8.13, , , , , , , , , 
2021-10-22 18:30:00,77.18,-63.42,8.13, , , , , , , , , 
2021-10-22 18:45:00,77.14,-63.21,8.13, , , , , , , , , 
2021-10-22 19:00:00,77.14,-62.94,8.12, , , , , , , , , 
2021-10-22 19:15:00,77.14,-62.71,8.12, , , , , , , , , 
2021-10-22 19:30:00,77.09,-62.66,8.12, , , , , , , , , 
2021-10-22 19:45:00,77.09,-62.58,8.11, , , , , , , , , 
2021-10-22 20:00:00,77.09,-62.47,8.11, , , , , , , , , 
2021-10-22 20:15:00,77.05,-62.35,8.11, , , , , , , , , 
2021-10-22 20:30:00,77.05,-62.25,8.11, , , , , , , , , 
2021-10-22 20:45:00,77.05,-62.17,8.11, , , , , , , , , 
2021-10-22 21:00:00,77.01,-62.11,8.11, , , , , , , , , 
2021-10-22 21:15:00,77.01,-62.05,8.10, , , , , , , , , 
2021-10-22 21:30:00,77.01,-62.00,8.10, , , , , , , , , 
2021-10-22 21:45:00,76.96,-61.92,8.10, , , , , , , , , 
2021-10-22 22:00:00,76.96,-61.88,8.10, , , , , , , , , 
2021-10-22 22:15:00,76.96,-61.85,8.10, , , , , , , , , 
2021-10-22 22:30:00,76.96,-61.80,8.10, , , , , , , , , 
2021-10-22 22:45:00,76.96,-61.72,8.10, , , , , , , , , 
2021-10-22 23:00:00,76.92,-61.69,8.10, , , , , , , , , 
2021-10-22 23:15:00,76.92,-61.63,8.10, , , , , , , , , 
2021-10-22 23:30:00,76.88,-61.56,8.10, , , , , , , , , 
2021-10-22 23:45:00,76.92,-61.53,8.10, , , , , , , , , 
2021-10-23 00:00:00,76.92,-61.53,8.10, , , , , , , , , 
2021-10-23 00:15:00,76.88,-61.44,8.09, , , , , , , , , 
2021-10-23 00:30:00,76.92,-61.50,8.10, , , , , , , , , 
2021-10-23 00:45:00,76.88,-61.46,8.09, , , , , , , , , 
2021-10-23 01:00:00,76.88,-61.42,8.09, , , , , , , , , 
2021-10-23 01:15:00,76.88,-61.39,8.09, , , , , , , , , 
2021-10-23 01:30:00,76.88,-61.27,8.09, , , , , , , , , 
2021-10-23 01:45:00,76.88,-61.30,8.09, , , , , , , , , 
2021-10-23 02:00:00,76.88,-61.28,8.09, , , , , , , , , 
2021-10-23 02:15:00,76.88,-61.24,8.09, , , , , , , , , 
2021-10-23 02:30:00,76.88,-61.24,8.09, , , , , , , , , 
2021-10-23 02:45:00,76.88,-61.17,8.09, , , , , , , , , 
2021-10-23 03:00:00,76.83,-61.14,8.09, , , , , , , , , 
2021-10-23 03:15:00,76.88,-61.14,8.09, , , , , , , , , 
2021-10-23 03:30:00,76.88,-61.13,8.09, , , , , , , , , 
2021-10-23 03:45:00,76.88,-61.11,8.09, , , , , , , , , 
2021-10-23 04:00:00,76.83,-61.00,8.09, , , , , , , , , 
2021-10-23 04:15:00,76.83,-60.97,8.09, , , , , , , , , 
2021-10-23 04:30:00,76.83,-60.88,8.08, , , , , , , , , 
2021-10-23 04:45:00,76.83,-60.92,8.08, , , , , , , , , 
2021-10-23 05:00:00,76.79,-60.80,8.08, , , , , , , , , 
2021-10-23 05:15:00,76.83,-60.85,8.08, , , , , , , , , 
2021-10-23 05:30:00,76.83,-60.80,8.08, , , , , , , , , 
2021-10-23 05:45:00,76.83,-60.78,8.08, , , , , , , , , 
2021-10-23 06:00:00,76.79,-60.74,8.08, , , , , , , , , 
2021-10-23 06:15:00,76.79,-60.69,8.08, , , , , , , , , 
2021-10-23 06:30:00,76.75,-60.60,8.08, , , , , , , , , 
2021-10-23 06:45:00,76.75,-60.60,8.08, , , , , , , , , 
2021-10-23 07:00:00,76.75,-60.60,8.08, , , , , , , , , 
2021-10-23 07:15:00,76.75,-60.58,8.08, , , , , , , , , 
2021-10-23 07:30:00,76.75,-60.60,8.08, , , , , , , , , 
2021-10-23 07:45:00,76.75,-60.64,8.08, , , , , , , , , 
2021-10-23 08:00:00,76.83,-60.70,8.08, , , , , , , , , 
2021-10-23 08:15:00,76.88,-61.03,8.09, , , , , , , , , 
2021-10-23 08:30:00,76.92,-61.41,8.09, , , , , , , , , 
2021-10-23 08:45:00,76.96,-61.47,8.09, , , , , , , , , 
2021-10-23 09:00:00,77.01,-61.91,8.10, , , , , , , , , 
2021-10-23 09:15:00,77.01,-61.74,8.10, , , , , , , , , 
2021-10-23 09:30:00,77.05,-62.46,8.11, , , , , , , , , 
2021-10-23 09:45:00,77.09,-62.75,8.12, , , , , , , , , 
2021-10-23 10:00:00,77.14,-63.17,8.12, , , , , , , , , 
2021-10-23 10:15:00,77.18,-64.03,8.14, , , , , , , , , 
2021-10-23 10:30:00,77.23,-64.67,8.15, , , , , , , , , 
2021-10-23 10:45:00,77.27,-65.55,8.17, , , , , , , , , 
2021-10-23 11:00:00,77.27,-66.11,8.18, , , , , , , , , 
2021-10-23 11:15:00,77.27,-65.85,8.17, , , , , , , , , 
2021-10-23 11:30:00,77.31,-65.35,8.16, , , , , , , , , 
2021-10-23 11:45:00,77.31,-66.49,8.18, , , , , , , , , 
2021-10-23 12:00:00,77.36,-67.10,8.19, , , , , , , , , 
2021-10-23 12:15:00,77.36,-67.47,8.20, , , , , , , , , 
2021-10-23 12:30:00,77.36,-67.11,8.19, , , , , , , , , 
2021-10-23 12:45:00,77.36,-67.02,8.19, , , , , , , , , 
2021-10-23 13:00:00,77.36,-67.25,8.20, , , , , , , , , 
2021-10-23 13:15:00,77.36,-67.13,8.20, , , , , , , , , 
2021-10-23 13:30:00,77.40,-66.72,8.19, , , , , , , , , 
2021-10-23 13:45:00,77.36,-65.97,8.17, , , , , , , , , 
2021-10-23 14:00:00,77.36,-66.72,8.19, , , , , , , , , 
2021-10-23 14:15:00,77.36,-65.86,8.17, , , , , , , , , 
2021-10-23 14:30:00,77.36,-66.14,8.18, , , , , , , , , 
2021-10-23 14:45:00,77.31,-66.60,8.19, , , , , , , , , 
2021-10-23 15:00:00,77.31,-65.80,8.17, , , , , , , , , 
2021-10-23 15:15:00,77.31,-65.92,8.17, , , , , , , , , 
2021-10-23 15:30:00,77.27,-65.85,8.17, , , , , , , , , 
2021-10-23 15:45:00,77.27,-65.08,8.16, , , , , , , , , 
2021-10-23 16:00:00,77.23,-65.13,8.16, , , , , , , , , 
2021-10-23 16:15:00,77.18,-64.08,8.14, , , , , , , , , 
2021-10-23 16:30:00,77.18,-64.56,8.15, , , , , , , , , 
2021-10-23 16:45:00,77.18,-64.55,8.15, , , , , , , , , 
2021-10-23 17:00:00,77.14,-64.28,8.14, , , , , , , , , 
2021-10-23 17:15:00,77.14,-63.74,8.13, , , , , , , , , 
2021-10-23 17:30:00,77.09,-64.11,8.14, , , , , , , , , 
2021-10-23 17:45:00,77.09,-63.75,8.14, , , , , , , , , 
2021-10-23 18:00:00,77.09,-63.38,8.13, , , , , , , , , 
2021-10-23 18:15:00,77.09,-63.22,8.13, , , , , , , , , 
2021-10-23 18:30:00,77.05,-63.13,8.12, , , , , , , , , 
2021-10-23 18:45:00,77.05,-63.03,8.12, , , , , , , , , 
2021-10-23 19:00:00,77.05,-62.92,8.12, , , , , , , , , 
2021-10-23 19:15:00,77.05,-62.77,8.12, , , , , , , , , 
2021-10-23 19:30:00,77.01,-62.72,8.12, , , , , , , , , 
2021-10-23 19:45:00,77.01,-62.53,8.11, , , , , , , , , 
2021-10-23 20:00:00,76.96,-62.46,8.11, , , , , , , , , 
2021-10-23 20:15:00,76.96,-62.35,8.11, , , , , , , , , 
2021-10-23 20:30:00,76.96,-62.36,8.11, , , , , , , , , 
2021-10-23 20:45:00,76.92,-62.30,8.11, , , , , , , , , 
2021-10-23 21:00:00,76.92,-62.25,8.11, , , , , , , , , 
2021-10-23 21:15:00,76.88,-62.16,8.11, , , , , , , , , 
2021-10-23 21:30:00,76.92,-62.13,8.11, , , , , , , , , 
2021-10-23 21:45:00,76.88,-62.11,8.11, , , , , , , , , 
2021-10-23 22:00:00,76.88,-62.08,8.11, , , , , , , , , 
2021-10-23 22:15:00,76.88,-62.03,8.10, , , , , , , , , 
2021-10-23 22:30:00,76.92,-62.00,8.10, , , , , , , , , 
2021-10-23 22:45:00,76.88,-61.92,8.10, , , , , , , , , 
2021-10-23 23:00:00,76.88,-61.94,8.10, , , , , , , , , 
2021-10-23 23:15:00,76.83,-61.85,8.10, , , , , , , , , 
2021-10-23 23:30:00,76.88,-61.89,8.10, , , , , , , , , 
2021-10-23 23:45:00,76.88,-61.81,8.10, , , , , , , , , 
2021-10-24 00:00:00,76.88,-61.77,8.10, , , , , , , , , 
2021-10-24 00:15:00,76.88,-61.72,8.10, , , , , , , , , 
2021-10-24 00:30:00,76.88,-61.71,8.10, , , , , , , , , 
2021-10-24 00:45:00,76.88,-61.69,8.10, , , , , , , , , 
2021-10-24 01:00:00,76.88,-61.64,8.10, , , , , , , , , 
2021-10-24 01:15:00,76.83,-61.55,8.10, , , , , , , , , 
2021-10-24 01:30:00,76.83,-61.55,8.10, , , , , , , , , 
2021-10-24 01:45:00,76.83,-61.53,8.10, , , , , , , , , 
2021-10-24 02:00:00,76.83,-61.47,8.09, , , , , , , , , 
2021-10-24 02:15:00,76.83,-61.47,8.09, , , , , , , , , 
2021-10-24 02:30:00,76.83,-61.42,8.09, , , , , , , , , 
2021-10-24 02:45:00,76.83,-61.35,8.09, , , , , , , , , 
2021-10-24 03:00:00,76.83,-61.33,8.09, , , , , , , , , 
2021-10-24 03:15:00,76.79,-61.13,8.09, , , , , , , , , 
2021-10-24 03:30:00,76.83,-61.25,8.09, , , , , , , , , 
2021-10-24 03:45:00,76.83,-61.16,8.09, , , , , , , , , 
2021-10-24 04:00:00,76.83,-61.16,8.09, , , , , , , , , 
2021-10-24 04:15:00,76.83,-61.16,8.09, , , , , , , , , 
2021-10-24 04:30:00,76.83,-61.05,8.09, , , , , , , , , 
2021-10-24 04:45:00,76.83,-61.11,8.09, , , , , , , , , 
2021-10-24 05:00:00,76.83,-61.00,8.09, , , , , , , , , 
2021-10-24 05:15:00,76.83,-61.02,8.09, , , , , , , , , 
2021-10-24 05:30:00,76.79,-60.94,8.09, , , , , , , , , 
2021-10-24 05:45:00,76.79,-60.85,8.08, , , , , , , , , 
2021-10-24 06:00:00,76.83,-60.92,8.08, , , , , , , , , 
2021-10-24 06:15:00,76.79,-60.81,8.08, , , , , , , , , 
2021-10-24 06:30:00,76.79,-60.78,8.08, , , , , , , , , 
2021-10-24 06:45:00,76.79,-60.77,8.08, , , , , , , , , 
2021-10-24 07:00:00,76.75,-60.66,8.08, , , , , , , , , 
2021-10-24 07:15:00,76.75,-60.77,8.08, , , , , , , , , 
2021-10-24 07:30:00,76.75,-60.78,8.08, , , , , , , , , 
2021-10-24 07:45:00,76.79,-60.85,8.08, , , , , , , , , 
2021-10-24 08:00:00,76.83,-60.97,8.09, , , , , , , , , 
2021-10-24 08:15:00,76.88,-61.31,8.09, , , , , , , , , 
2021-10-24 08:30:00,76.92,-61.38,8.09, , , , , , , , , 
2021-10-24 08:45:00,76.92,-61.64,8.10, , , , , , , , , 
2021-10-24 09:00:00,76.96,-61.44,8.09, , , , , , , , , 
2021-10-24 09:15:00,77.01,-62.33,8.11, , , , , , , , , 
2021-10-24 09:30:00,77.05,-62.88,8.12, , , , , , , , , 
2021-10-24 09:45:00,77.09,-62.97,8.12, , , , , , , , , 
2021-10-24 10:00:00,77.18,-63.50,8.13, , , , , , , , , 
2021-10-24 10:15:00,77.18,-64.13,8.14, , , , , , , , , 
2021-10-24 10:30:00,77.23,-65.03,8.16, , , , , , , , , 
2021-10-24 10:45:00,77.31,-66.13,8.18, , , , , , , , , 
2021-10-24 11:00:00,77.36,-66.42,8.18, , , , , , , , , 
2021-10-24 11:15:00,77.40,-66.55,8.18, , , , , , , , , 
2021-10-24 11:30:00,77.40,-65.88,8.17, , , , , , , , , 
2021-10-24 11:45:00,77.44,-65.33,8.16, , , , , , , , , 
2021-10-24 12:00:00,77.44,-65.38,8.16, , , , , , , , , 
2021-10-24 12:15:00,77.44,-66.39,8.18, , , , , , , , , 
2021-10-24 12:30:00,77.44,-66.60,8.19, , , , , , , , , 
2021-10-24 12:45:00,77.44,-66.81,8.19, , , , , , , , , 
2021-10-24 13:00:00,77.44,-67.47,8.20, , , , , , , , , 
2021-10-24 13:15:00,77.44,-67.21,8.20, , , , , , , , , 
2021-10-24 13:30:00,77.40,-66.99,8.19, , , , , , , , , 
2021-10-24 13:45:00,77.40,-67.02,8.19, , , , , , , , , 
2021-10-24 14:00:00,77.40,-67.21,8.20, , , , , , , , , 
2021-10-24 14:15:00,77.44,-66.75,8.19, , , , , , , , , 
2021-10-24 14:30:00,77.44,-67.06,8.19, , , , , , , , , 
2021-10-24 14:45:00,77.40,-67.00,8.19, , , , , , , , , 
2021-10-24 15:00:00,77.40,-66.72,8.19, , , , , , , , , 
2021-10-24 15:15:00,77.40,-66.50,8.18, , , , , , , , , 
2021-10-24 15:30:00,77.36,-66.00,8.17, , , , , , , , , 
2021-10-24 15:45:00,77.36,-65.49,8.17, , , , , , , , , 
2021-10-24 16:00:00,77.31,-65.47,8.17, , , , , , , , , 
2021-10-24 16:15:00,77.31,-64.67,8.15, , , , , , , , , 
2021-10-24 16:30:00,77.27,-65.03,8.16, , , , , , , , , 
2021-10-24 16:45:00,77.27,-64.99,8.16, , , , , , , , , 
2021-10-24 17:00:00,77.18,-64.74,8.15, , , , , , , , , 
2021-10-24 17:15:00,77.18,-64.63,8.15, , , , , , , , , 
2021-10-24 17:30:00,77.18,-64.41,8.15, , , , , , , , , 
2021-10-24 17:45:00,77.18,-64.22,8.14, , , , , , , , , 
2021-10-24 18:00:00,77.18,-63.74,8.13, , , , , , , , , 
2021-10-24 18:15:00,77.18,-63.47,8.13, , , , , , , , , 
2021-10-24 18:30:00,77.14,-63.30,8.13, , , , , , , , , 
2021-10-24 18:45:00,77.14,-63.58,8.13, , , , , , , , , 
2021-10-24 19:00:00,77.14,-63.42,8.13, , , , , , , , , 
2021-10-24 19:15:00,77.14,-63.14,8.12, , , , , , , , , 
2021-10-24 19:30:00,77.09,-62.96,8.12, , , , , , , , , 
2021-10-24 19:45:00,77.09,-63.08,8.12, , , , , , , , , 
2021-10-24 20:00:00,77.05,-62.80,8.12, , , , , , , , , 
2021-10-24 20:15:00,77.05,-62.72,8.12, , , , , , , , , 
2021-10-24 20:30:00,77.05,-62.67,8.12, , , , , , , , , 
2021-10-24 20:45:00,77.01,-62.53,8.11, , , , , , , , , 
2021-10-24 21:00:00,77.01,-62.46,8.11, , , , , , , , , 
2021-10-24 21:15:00,76.96,-62.25,8.11, , , , , , , , , 
2021-10-24 21:30:00,76.96,-62.30,8.11, , , , , , , , , 
2021-10-24 21:45:00,76.96,-62.28,8.11, , , , , , , , , 
2021-10-24 22:00:00,76.96,-62.21,8.11, , , , , , , , , 
2021-10-24 22:15:00,76.96,-62.17,8.11, , , , , , , , , 
2021-10-24 22:30:00,76.96,-62.13,8.11, , , , , , , , , 
2021-10-24 22:45:00,76.92,-62.06,8.11, , , , , , , , , 
2021-10-24 23:00:00,76.92,-62.02,8.10, , , , , , , , , 
2021-10-24 23:15:00,76.92,-61.97,8.10, , , , , , , , , 
2021-10-24 23:30:00,76.92,-61.96,8.10, , , , , , , , , 
2021-10-24 23:45:00,76.88,-61.88,8.10, , , , , , , , , 
2021-10-25 00:00:00,76.88,-61.86,8.10, , , , , , , , , 
2021-10-25 00:15:00,76.88,-61.83,8.10, , , , , , , , , 
2021-10-25 00:30:00,76.88,-61.77,8.10, , , , , , , , , 
2021-10-25 00:45:00,76.88,-61.72,8.10, , , , , , , , , 
2021-10-25 01:00:00,76.88,-61.74,8.10, , , , , , , , , 
2021-10-25 01:15:00,76.88,-61.72,8.10, , , , , , , , , 
2021-10-25 01:30:00,76.88,-61.64,8.10, , , , , , , , , 
2021-10-25 01:45:00,76.88,-61.66,8.10, , , , , , , , , 
2021-10-25 02:00:00,76.83,-61.53,8.10, , , , , , , , , 
2021-10-25 02:15:00,76.83,-61.53,8.10, , , , , , , , , 
2021-10-25 02:30:00,76.88,-61.53,8.10, , , , , , , , , 
2021-10-25 02:45:00,76.88,-61.49,8.09, , , , , , , , , 
2021-10-25 03:00:00,76.88,-61.50,8.10, , , , , , , , , 
2021-10-25 03:15:00,76.88,-61.42,8.09, , , , , , , , , 
2021-10-25 03:30:00,76.88,-61.39,8.09, , , , , , , , , 
2021-10-25 03:45:00,76.88,-61.39,8.09, , , , , , , , , 
2021-10-25 04:00:00,76.88,-61.38,8.09, , , , , , , , , 
2021-10-25 04:15:00,76.88,-61.31,8.09, , , , , , , , , 
2021-10-25 04:30:00,76.83,-61.14,8.09, , , , , , , , , 
2021-10-25 04:45:00,76.88,-61.28,8.09, , , , , , , , , 
2021-10-25 05:00:00,76.88,-61.24,8.09, , , , , , , , , 
2021-10-25 05:15:00,76.88,-61.17,8.09, , , , , , , , , 
2021-10-25 05:30:00,76.88,-61.13,8.09, , , , , , , , , 
2021-10-25 05:45:00,76.83,-61.03,8.09, , , , , , , , , 
2021-10-25 06:00:00,76.83,-60.95,8.09, , , , , , , , , 
2021-10-25 06:15:00,76.83,-61.02,8.09, , , , , , , , , 
2021-10-25 06:30:00,76.79,-61.03,8.09, , , , , , , , , 
2021-10-25 06:45:00,76.79,-60.95,8.09, , , , , , , , , 
2021-10-25 07:00:00,76.79,-60.94,8.09, , , , , , , , , 
2021-10-25 07:15:00,76.75,-60.91,8.08, , , , , , , , , 
2021-10-25 07:30:00,76.75,-60.94,8.09, , , , , , , , , 
2021-10-25 07:45:00,76.79,-60.97,8.09, , , , , , , , , 
2021-10-25 08:00:00,76.79,-61.22,8.09, , , , , , , , , 
2021-10-25 08:15:00,76.88,-61.42,8.09, , , , , , , , , 
2021-10-25 08:30:00,76.92,-61.78,8.10, , , , , , , , , 
2021-10-25 08:45:00,76.96,-62.06,8.11, , , , , , , , , 
2021-10-25 09:00:00,77.05,-62.02,8.10, , , , , , , , , 
2021-10-25 09:15:00,77.05,-62.55,8.11, , , , , , , , , 
2021-10-25 09:30:00,77.14,-62.81,8.12, , , , , , , , , 
2021-10-25 09:45:00,77.14,-63.85,8.14, , , , , , , , , 
