Time,Ocean_Temp_C (Celsius),Ocean_pH,Ocean_Salinity (ppt),Ocean_Conductivity (mS/cm),Ocean_ORP (millivolts),Ocean_BGA_PE (Cells/Liter),Ocean_Chlorophyll (micrograms/Liter),Ocean_DO_sat (%)
9/10/19 17:30,25.793999,8.359833,34.280664,53.008332,799.8375,169881.5938,673.439978,101.766667
9/10/19 17:45,25.692332,8.362333,34.26933,53.018331,799.842969,169826.9802,673.546639,100.633333
9/10/19 18:00,25.684999,8.370833,34.26733,53.023332,799.838802,169881.5938,673.919971,99.633333
9/10/19 18:15,25.679332,8.374,34.258665,53.035415,799.835937,169881.5938,673.546643,99.633333
9/10/19 18:30,25.698666,8.344833,34.332666,52.926248,799.572135,169879.8875,673.386646,100.3
9/10/19 18:45,25.695666,8.353999,34.272665,53.003748,799.834635,169871.3542,673.013318,100
9/10/19 19:00,25.703999,8.349333,34.28,53.037915,799.838802,169881.5938,673.013318,99.4
9/10/19 19:15,25.687333,8.341666,34.298,52.991665,799.840885,169881.5938,673.27998,98.566667
9/10/19 19:30,25.692999,8.354166,34.313999,52.990832,799.838802,169883.3,673.653308,97.5
9/10/19 19:45,25.697999,8.341666,34.488665,52.783332,799.840104,169879.8875,673.173315,97.233333
9/10/19 20:00,25.699333,8.341499,34.482666,52.820832,799.844792,169883.3,673.546643,96.4
9/10/19 20:15,25.709666,8.328833,34.473999,52.807499,799.84401,169881.5938,673.973303,96.866667
9/10/19 20:30,25.693999,8.341499,34.465998,52.769998,799.842708,169881.5938,673.759973,96.1
9/10/19 20:45,25.708666,8.308333,34.459999,52.778749,799.842969,169844.0448,673.706641,96.3
9/10/19 21:00,25.697999,8.324999,34.455331,52.818332,798.772135,169881.5938,673.333313,94.766667
9/10/19 21:15,25.687666,8.337499,34.442665,52.779582,799.840625,169879.8875,674.239966,94.566667
9/10/19 21:30,25.698999,8.329166,34.437998,52.821248,799.841146,169878.1813,673.919971,95.233333
9/10/19 21:45,25.702332,8.320333,34.429997,52.820831,799.843229,169881.5938,673.493311,94.433333
9/10/19 22:00,25.698332,8.320333,34.422664,52.832914,799.842188,169881.5938,673.813306,93.6
9/10/19 22:15,25.693666,8.329333,34.419998,52.870415,799.840885,169881.5938,673.386646,94.333333
9/10/19 22:30,25.704666,8.324999,34.416665,52.899166,799.841667,169881.5938,674.239966,93.966667
9/10/19 22:45,25.686999,8.325166,34.408666,52.948749,799.840885,169881.5938,673.386646,93.866667
9/10/19 23:00,25.701666,8.329166,34.407333,52.947499,799.841927,169881.5938,673.439978,92.633333
9/10/19 23:15,25.564999,8.324999,34.395332,52.945831,799.840365,169878.1813,673.226648,92.9
9/10/19 23:30,25.570666,8.337499,34.389999,52.927082,799.841667,169881.5938,673.013318,93.333333
9/10/19 23:45,25.571666,8.324999,34.379997,52.879582,803.842448,169881.5938,673.546643,92.833333
9/11/19 0:00,25.575332,8.329166,34.377331,52.959165,803.838021,169881.5938,673.919971,92.6
9/11/19 0:15,25.568333,8.349666,34.368665,52.899999,803.842708,169881.5938,673.919971,92.233333
9/11/19 0:30,25.563666,8.358499,34.364664,52.894998,803.841667,169881.5938,674.079968,92.3
9/11/19 0:45,25.573999,8.329166,34.359998,52.792915,807.835937,169881.5938,674.399963,91.166667
9/11/19 1:00,25.578665,8.320833,34.351332,52.808749,807.84401,169881.5938,674.026636,91.233333
9/11/19 1:15,25.569999,8.326833,34.331332,52.919582,807.842448,169876.474,673.439978,90.733333
9/11/19 1:30,25.572666,8.315833,34.325332,52.979999,807.84349,169881.5938,674.239966,90.566667
9/11/19 1:45,25.580999,8.321666,34.315332,52.912915,807.841406,169879.8875,673.226648,89.833333
9/11/19 2:00,25.578666,8.304833,34.329998,52.832082,807.842969,169881.5938,673.439978,89.833333
9/11/19 2:15,25.582666,8.3215,34.323999,52.890832,807.841146,169869.6469,673.333313,90.433333
9/11/19 2:30,25.576666,8.313,34.311998,52.909582,807.842448,169881.5938,673.27998,89.3
9/11/19 2:45,25.565332,8.320833,34.308664,52.907082,807.847917,169801.3802,669.43997,88.966667
9/11/19 3:00,25.579332,8.312666,34.303332,52.936666,807.848438,169745.0604,673.013306,88.566667
9/11/19 3:15,25.567999,8.320833,34.295999,52.909582,807.84401,169881.5938,673.439978,89.8
9/11/19 3:30,25.562999,8.312833,34.334665,52.850416,807.845833,169881.5938,673.706641,88.766667
9/11/19 3:45,25.563332,8.313333,34.285331,52.937916,807.846875,169881.5938,673.706641,87.433333
9/11/19 4:00,25.575999,8.305,34.279999,52.956249,807.85026,169881.5938,673.706641,88.266667
9/11/19 4:15,25.499332,8.305666,34.273331,52.917916,807.848958,169881.5938,674.399963,87.266667
9/11/19 4:30,25.438666,8.308,34.294664,52.953331,807.85,169888.4188,673.493311,87.366667
9/11/19 4:45,25.446999,8.305833,34.263331,52.967915,807.846615,169881.5938,673.439978,87.8
9/11/19 5:00,25.437333,8.3105,34.257999,52.949998,807.847135,169881.5938,673.653308,87.366667
9/11/19 5:15,25.446666,8.309333,34.264666,52.899165,807.85,169881.5938,673.439978,87.133333
9/11/19 5:30,25.450999,8.306167,34.457998,52.674999,807.847656,169835.5125,673.439978,87.5
9/11/19 5:45,25.441666,8.306167,34.487332,52.620415,807.85026,169849.1677,673.066642,87.633333
9/11/19 6:00,25.451666,8.297,34.477333,52.654582,807.852083,169881.5938,673.546643,88.133333
9/11/19 6:15,25.439333,8.2995,34.459998,52.679582,807.849479,169881.5938,673.546643,87
9/11/19 6:30,25.431332,8.102167,34.467331,52.673331,803.847656,169881.5938,673.653308,87.366667
9/11/19 6:45,25.444999,8.113333,34.461998,52.637081,803.850781,169881.5938,674.026636,87.666667
9/11/19 7:00,25.427332,8.129499,34.424665,52.579998,803.848698,169881.5938,673.27998,86.933333
9/11/19 7:15,25.437333,8.141,34.465998,52.602498,803.848958,169881.5938,673.27998,88.233333
9/11/19 7:30,25.431333,8.153,34.469997,52.641249,803.849219,169881.5938,673.706641,88.7
9/11/19 7:45,25.444666,8.152667,34.456665,52.658749,803.848438,169885.0063,673.493311,87.5
9/11/19 8:00,25.441999,8.152667,34.451997,52.640415,803.851042,169885.0063,673.493311,88.2
9/11/19 8:15,25.443665,8.143333,34.514665,52.736665,803.851562,169825.2729,672.373307,87.4
9/11/19 8:30,25.424999,8.198333,34.451332,52.571665,803.852865,169881.5938,674.026636,89.366667
9/11/19 8:45,25.424999,8.200833,34.459999,52.622499,803.854687,169881.5938,673.599976,89
9/11/19 9:00,25.431999,8.1965,34.455998,52.614582,803.85026,169881.5938,673.27998,90.066667
9/11/19 9:15,25.443999,8.178666,34.450665,52.611248,803.853646,169881.5938,673.386646,90.066667
9/11/19 9:30,25.433666,8.209166,34.466665,52.551665,803.848958,169881.5938,674.079968,89.2
9/11/19 9:45,25.444666,8.2385,34.480666,52.539998,803.847396,169881.5938,673.973303,91.033333
9/11/19 10:00,25.423333,8.255499,34.425332,52.593332,803.851302,169879.8875,673.813306,90.666667
9/11/19 10:15,25.427999,8.253833,34.426665,52.538333,803.85,169881.5938,673.173315,90.9
9/11/19 10:30,25.441332,8.281333,34.418665,52.534165,803.849479,169881.5938,673.759973,91.7
9/11/19 10:45,25.434333,8.260166,34.309998,52.879999,799.849479,169881.5938,673.866638,93.466667
9/11/19 11:00,25.435666,8.2805,34.295998,52.911249,799.849479,169881.5938,673.706641,94.333333
9/11/19 11:15,25.449333,8.283833,34.283998,52.868332,799.849219,169845.7542,673.439974,95.766667
9/11/19 11:30,25.588666,8.316333,34.317998,52.840832,799.849479,169879.8875,673.706641,95.5
9/11/19 11:45,25.571332,8.313333,34.334666,52.884582,799.849479,169881.5938,673.386646,96.5
9/11/19 12:00,25.564666,8.299,34.325331,52.867915,799.85,169881.5938,673.06665,97.633333
9/11/19 12:15,25.558999,8.321833,34.344665,52.860415,799.845833,169881.5938,673.759973,97.533333
9/11/19 12:30,25.565999,8.381333,34.339998,52.917915,799.84401,169881.5938,673.599976,98
9/11/19 12:45,25.566999,8.421333,34.374664,52.975415,799.84401,169881.5938,673.013318,99.2
9/11/19 13:00,25.573999,8.415166,34.367331,52.966249,799.841406,169881.5938,673.759973,99.8
9/11/19 13:15,25.559999,8.423666,34.388665,52.961249,799.841406,169881.5938,674.026636,100.2
9/11/19 13:30,25.548999,8.446666,34.408666,52.969582,799.84401,169879.8875,673.653308,99.933333
9/11/19 13:45,25.546666,8.440666,34.404666,52.929998,799.842969,169755.3031,673.653308,100.833333
9/11/19 14:00,25.650666,8.437833,34.424664,52.764999,799.842448,169881.5938,673.813306,101.033333
9/11/19 14:15,25.683999,8.455166,34.437331,52.967499,795.844531,169883.3,673.493311,101.9
9/11/19 14:30,25.700999,8.402833,34.451998,52.964582,795.84375,169878.1802,674.026636,103.3
9/11/19 14:45,25.684999,8.425833,34.44933,52.949165,795.844792,169871.3542,673.813306,102.966667
9/11/19 15:00,25.701999,8.413333,34.450664,52.949582,795.841406,169881.5938,673.493311,102.233333
9/11/19 15:15,25.689332,8.421666,34.458665,52.964999,795.842448,169881.5938,673.119983,102.9
9/11/19 15:30,25.692666,8.43,34.459332,52.942082,795.840625,169881.5938,673.439978,102.3
9/11/19 15:45,25.693666,8.4175,34.459332,52.919999,795.841146,169854.2875,673.27998,103.7
9/11/19 16:00,25.708332,8.417166,34.457332,52.916248,795.839844,169881.5938,673.546643,102.4
9/11/19 16:15,25.701999,8.413333,34.459999,52.928332,795.84349,169881.5938,673.439978,101.966667
9/11/19 16:30,25.678999,8.4175,34.460666,52.946248,795.841406,169881.5938,673.439978,101.9
9/11/19 16:45,25.678999,8.4175,34.459332,52.920415,796.90599,169821.8604,673.653308,101.066667
9/11/19 17:00,25.689666,8.417,34.453998,52.767081,799.841146,169881.5938,673.653308,101.166667
9/11/19 17:15,25.692332,8.406666,34.423332,52.830832,799.569271,169885.0063,673.813306,100.933333
9/11/19 17:30,25.688332,8.417333,34.448664,52.760831,799.844531,169881.5938,673.546643,100.666667
9/11/19 17:45,25.688332,8.4175,34.44933,52.798331,799.842708,169881.5938,673.866638,99.166667
9/11/19 18:00,25.684332,8.416333,34.434665,52.784165,799.841667,169881.5938,673.599976,99.633333
9/11/19 18:15,25.666666,8.421333,34.437332,52.788332,799.842969,169881.5938,673.013318,99.4
9/11/19 18:30,25.680999,8.405666,34.434664,52.862915,799.845573,169883.3,673.599976,98.2
9/11/19 18:45,25.641332,8.4175,34.429996,52.851248,799.844271,169881.5938,674.079968,97.7
9/11/19 19:00,25.553332,8.409166,34.423331,52.764165,799.84375,169881.5938,673.333313,98.633333
9/11/19 19:15,25.547999,8.4085,34.413999,52.778749,799.845573,169881.5938,673.653308,98.766667
9/11/19 19:30,25.543999,8.409166,34.41,52.807915,799.845573,169881.5938,673.866638,98.233333
9/11/19 19:45,25.550666,8.409166,34.402665,52.792498,799.845312,169881.5938,673.226648,97
9/11/19 20:00,25.534332,8.413,34.392665,52.797498,799.84375,169886.7125,673.333313,97.233333
9/11/19 20:45,12.8075,4.1775,17.184999,26.403124,399.921875,84940.79688,336.799988,48.25
9/11/19 21:00,25.535999,8.409166,34.377998,52.903332,799.847656,169881.5938,673.546643,95.066667
9/11/19 21:15,25.557332,8.392999,34.365998,52.943332,799.847396,169881.5938,672.906653,94.8
9/11/19 21:30,25.559666,8.380499,34.358664,52.959582,799.85026,169883.3,673.866638,94.5
9/11/19 21:45,25.561666,8.388333,34.357997,52.912082,799.847917,169716.0458,671.253308,94.5
9/11/19 22:00,25.575999,8.375666,34.343997,52.896666,799.849479,169881.5938,673.599976,94.2
9/11/19 22:15,25.570332,8.379833,34.33933,52.843333,799.847135,169881.5938,673.546643,93.3
9/11/19 22:30,25.580666,8.366666,34.322665,52.858748,799.84974,169881.5938,673.599976,92.666667
9/11/19 22:45,25.576666,8.367833,34.327332,52.819582,799.852865,169881.5938,674.079968,93.3
9/11/19 23:00,25.542999,8.405166,34.319333,52.974582,795.846875,169815.0344,673.06665,93.033333
9/11/19 23:15,25.541666,8.405166,34.310665,52.964582,795.847135,169881.5938,673.439978,92.633333
9/11/19 23:30,25.587666,8.3635,34.309998,52.855416,799.852865,169818.4469,673.066638,92.1
9/11/19 23:45,25.580999,8.359499,34.296665,52.859999,799.848698,169881.5938,673.599976,93.133333
9/12/19 0:00,25.453999,8.371999,34.290664,52.916249,799.85,169881.5938,673.866638,91.933333
9/12/19 0:15,25.452999,8.3665,34.297997,52.883332,803.850521,169886.7125,673.119983,92.033333
9/12/19 0:30,25.436332,8.359999,34.280665,52.917914,803.857292,169881.5938,673.173315,91.533333
9/12/19 0:45,25.411333,8.355666,34.273998,52.936666,803.857292,169881.5938,673.653308,90.8
9/12/19 1:00,25.397999,8.355833,34.267331,52.967915,803.852344,169881.5938,673.27998,90.733333
9/12/19 1:15,25.414999,8.344166,34.260665,52.957499,803.851302,169885.0063,673.226648,90.866667
9/12/19 1:30,25.389999,8.357332,34.275332,52.740832,807.854427,169881.5938,673.27998,89.966667
9/12/19 1:45,25.399666,8.352166,34.329333,52.722081,807.053646,169881.5938,673.493311,89.9
9/12/19 2:00,25.445999,8.323833,34.441998,52.556665,807.85599,169881.5938,673.226648,91.366667
9/12/19 2:15,25.403999,8.349166,34.48,52.519582,807.855729,169881.5938,673.599976,89.566667
9/12/19 2:30,25.494999,8.294999,34.472665,52.532916,807.855729,169881.5938,673.653308,89.233333
9/12/19 2:45,25.487999,8.298999,34.468664,52.518749,807.853125,169881.5938,673.439978,89.366667
9/12/19 3:00,25.433332,8.348666,34.459332,52.712915,803.854948,169881.5938,673.439978,88.8
9/12/19 3:15,25.421999,8.356833,34.445331,52.517499,807.855729,169833.8063,672.586641,89.5
9/12/19 3:30,25.425999,8.357499,34.442665,52.556249,807.857031,169881.5938,673.653308,88.6
9/12/19 3:45,25.414,8.357499,34.43133,52.567081,807.858854,169881.5938,673.493311,88.866667
9/12/19 4:00,25.285,8.355999,34.419998,52.556665,807.854687,169881.5938,673.813306,90.066667
9/12/19 4:15,25.285,8.355999,34.407333,52.547915,807.855729,169881.5938,673.813306,88.566667
9/12/19 4:30,25.279666,8.357332,34.408666,52.539582,807.856771,169881.5938,673.439978,89.1
9/12/19 4:45,25.283666,8.223833,34.400665,52.674998,803.861198,169883.3,673.866638,88.133333
9/12/19 5:00,25.307666,8.240666,34.395998,52.654999,803.860156,169881.5938,673.27998,87.866667
9/12/19 5:15,25.279333,8.228166,34.382664,52.619999,803.859635,169881.5938,673.439978,88.033333
9/12/19 5:30,25.281999,8.228332,34.379997,52.613748,803.859115,169867.9406,673.493311,88.366667
9/12/19 5:45,25.295666,8.207499,34.369999,52.659582,803.860937,169881.5938,673.386646,88.2
9/12/19 6:00,25.319332,8.191833,34.360664,52.630832,803.859896,169881.5938,673.866638,87.9
9/12/19 6:15,25.311332,8.192166,34.614665,52.988748,803.863281,169881.5938,673.919971,87.566667
9/12/19 6:30,25.305999,8.164166,34.598664,52.825415,803.856771,169881.5938,673.973303,87.066667
9/12/19 6:45,25.287333,8.1825,34.453998,52.677915,803.861979,169881.5938,673.706641,86.233333
9/12/19 7:00,25.290999,8.192333,34.543999,52.897499,803.858333,169879.8875,673.493311,87.9
9/12/19 7:15,25.298665,8.197499,34.545331,52.895832,803.859896,169842.3417,673.973303,88.5
9/12/19 7:30,25.307666,8.225,34.476665,52.471665,803.861979,169881.5938,673.706641,88.133333
9/12/19 7:45,25.298999,8.227333,34.508665,52.788332,803.861979,169881.5938,673.706641,88.466667
9/12/19 8:00,25.308332,8.217999,34.585332,52.922498,803.860156,169881.5938,673.813306,87.666667
9/12/19 8:15,25.325666,8.233,34.330664,52.669581,803.861198,169881.5938,673.439978,88.5
9/12/19 8:30,25.315666,8.240333,34.331331,52.652916,803.858854,169881.5938,673.813306,89.433333
9/12/19 8:45,25.313666,8.301666,34.354664,52.703748,803.861198,169881.5938,673.333313,88.133333
9/12/19 9:00,25.313332,8.338,34.348665,52.713332,803.859115,169881.5938,673.546643,89.866667
9/12/19 9:15,25.309332,8.337166,34.352664,52.704999,803.860417,169881.5938,673.813306,91.133333
9/12/19 9:30,25.310999,8.351833,34.371999,52.642915,803.860937,169881.5938,673.919971,91.5
9/12/19 9:45,25.335666,8.356,34.382665,52.659998,803.857031,169881.5938,673.866638,92.7
9/12/19 10:00,25.302999,8.378833,34.366665,52.618749,803.858594,169881.5938,673.173315,94.166667
9/12/19 10:15,25.312333,8.414833,34.397998,52.637082,799.859896,169881.5938,673.866638,94.333333
9/12/19 10:30,25.316666,8.429166,34.412665,52.630415,799.85651,169881.5938,673.333313,95
9/12/19 10:45,25.307332,8.450166,34.576664,53.144998,799.859635,169881.5938,673.493311,95.633333
9/12/19 11:00,25.382999,8.3975,34.312665,52.623749,799.85625,169809.9146,669.973311,97.333333
9/12/19 11:15,25.438999,8.429833,34.453999,52.717915,799.857813,169881.5938,673.493311,97.166667
9/12/19 11:30,25.432332,8.4465,34.471332,52.721665,799.853125,169857.701,674.079968,98.433333
9/12/19 11:45,25.408999,8.4725,34.488665,52.609582,803.853385,169881.5938,673.919971,99.9
9/12/19 12:00,25.419999,8.468333,34.25,52.963748,803.857552,169885.0073,673.546643,99.766667
9/12/19 12:15,25.447999,8.4545,34.253999,52.674582,803.853125,169881.5938,673.173315,100.133333
9/12/19 12:30,25.398999,8.543,34.186665,52.459581,803.855469,169768.9542,673.22664,100.666667
9/12/19 12:45,25.402999,8.5235,34.218665,52.459999,803.854948,169881.5938,674.079968,101.3
9/12/19 13:00,25.426999,8.532333,34.277999,52.776248,803.852865,169883.3,673.386646,101.566667
9/12/19 13:15,25.440999,8.5165,34.339998,52.531248,803.849219,169885.0063,673.973303,101.233333
9/12/19 13:30,25.550333,8.539666,34.136665,52.524998,803.845573,169881.5938,673.759973,103.433333
9/12/19 13:45,25.545999,8.527333,34.349998,52.735831,799.848438,169881.5938,674.079968,103.666667
9/12/19 14:00,25.564,8.530666,34.323999,52.772082,799.845833,169881.5938,673.759973,103.266667
9/12/19 14:15,25.559999,8.5265,34.372664,52.822915,799.849219,169881.5938,673.493311,103.866667
9/12/19 14:30,25.554666,8.5115,34.393331,52.707499,800.648958,169881.5938,673.866638,104.033333
9/12/19 14:45,25.569333,8.546833,34.357331,52.942082,799.84974,169881.5938,673.706641,104.033333
9/12/19 15:00,25.565333,8.5475,34.367332,52.975831,799.846615,169881.5938,673.173315,104.2
9/12/19 15:15,25.574666,8.5475,34.369999,52.787082,803.31276,169881.5938,673.439978,104.666667
9/12/19 15:30,25.555333,8.538833,34.367999,52.917915,800.914062,169881.5938,673.119983,104.933333
9/12/19 15:45,25.558666,8.547333,34.369332,52.796666,803.847917,169886.7125,673.013318,104.366667
9/12/19 16:00,25.559666,8.5345,34.367999,52.773332,803.849219,169881.5938,673.27998,103.8
9/12/19 16:15,25.584,8.546833,34.363998,52.819581,803.848177,169833.8063,673.333309,101.433333
9/12/19 16:30,25.58,8.547166,34.366665,52.829165,803.849479,169881.5938,674.026636,102.766667
9/12/19 16:45,25.578667,8.544666,34.375332,52.864165,803.847396,169881.5938,673.653308,104.6
9/12/19 17:00,25.58,8.546,34.35333,52.809165,803.84974,169883.3,673.119983,103
9/12/19 17:15,25.582666,8.5475,34.356664,52.819582,803.850521,169881.5938,674.133301,103.666667
9/12/19 17:30,25.586666,8.547166,34.347998,52.855415,803.850521,169881.5938,673.919971,100.533333
9/12/19 17:45,25.582666,8.5475,34.345331,52.887498,803.847135,169881.5938,673.27998,99.8
9/12/19 18:00,25.58,8.547333,34.33933,52.827915,803.849219,169879.8875,673.173315,100.2
9/12/19 18:15,25.568,8.545833,34.343331,52.846248,803.848698,169881.5938,673.599976,99.766667
9/12/19 18:30,25.578667,8.5475,34.325999,52.884581,803.851042,169881.5938,674.186633,100.666667
9/12/19 18:45,25.571667,8.5475,34.32,52.897915,803.848698,169881.5938,673.653308,99.5
9/12/19 19:00,25.498333,8.544833,34.333332,52.887082,803.854687,169881.5938,673.013318,98.166667
9/12/19 19:15,25.441666,8.547,34.301998,52.867499,803.852604,169881.5938,673.386646,97.233333
9/12/19 19:30,25.439,8.547166,34.296665,52.872916,803.852604,169881.5938,673.386646,97.533333
9/12/19 19:45,25.434999,8.5475,34.292664,52.910415,803.84974,169881.5938,673.973303,96.5
9/12/19 20:00,25.432666,8.509666,34.285331,52.890415,803.846875,169885.0063,673.653308,96.766667
9/12/19 20:15,25.440332,8.481166,34.273331,52.847916,803.853125,169869.6469,673.653308,95.766667
9/12/19 20:30,25.429999,8.476666,34.261331,52.840832,803.853125,169881.5938,673.493311,94.833333
9/12/19 20:45,25.412666,8.476166,34.288665,52.822082,803.854427,169772.3667,671.839974,95.433333
9/12/19 21:00,25.423332,8.46,34.329999,52.773748,803.852604,169881.5938,673.119983,94.7
9/12/19 21:15,25.439332,8.443333,34.484665,52.628332,803.854948,169881.5938,673.333313,94.8
9/12/19 21:30,25.419333,8.459,34.470665,52.610415,803.85,169881.5938,673.706641,95.366667
9/12/19 21:45,25.428332,8.464333,34.466665,52.697915,800.385677,169738.2344,672.746647,95.2
9/12/19 22:00,25.446999,8.430833,34.460666,52.573331,803.314844,169881.5938,673.493311,94.3
9/12/19 22:15,25.435999,8.426666,34.451331,52.635414,803.858854,169881.5938,673.439978,94.5
9/12/19 22:30,25.338666,8.422666,34.439332,52.674582,803.857031,169881.5938,673.759973,93.166667
9/12/19 22:45,25.331999,8.4225,34.428663,52.629581,803.85651,169881.5938,673.386646,94.1
9/12/19 23:00,25.322666,8.422666,34.417332,52.590415,803.857292,169881.5938,673.599976,94.066667
9/12/19 23:15,25.317332,8.4225,34.415999,52.589165,803.853125,169881.5938,673.546643,92.266667
9/12/19 23:30,25.301332,8.422666,34.405999,52.590415,803.85599,169881.5938,673.706641,92.733333
9/12/19 23:45,25.321332,8.419833,34.381998,52.519999,803.590104,169879.8875,673.653308,92.1
9/13/19 0:00,25.314666,8.422666,34.383331,52.609165,799.85599,169779.1938,672.479968,90.466667
9/13/19 0:15,25.322999,8.4185,34.376664,52.651249,799.859896,169881.5938,673.653308,91.566667
9/13/19 0:30,25.326666,8.423166,34.375998,52.597498,802.528906,169881.5938,673.06665,91.966667
9/13/19 0:45,25.310666,8.423833,34.358664,52.574582,803.860156,169855.9938,673.27998,91.166667
9/13/19 1:00,25.314666,8.423333,34.353998,52.561249,803.860677,169881.5938,673.866638,91.1
9/13/19 1:15,25.302666,8.423666,34.343331,52.547915,803.857552,169881.5938,673.599976,90.633333
9/13/19 1:30,25.290333,8.276833,34.327998,52.669582,799.8625,169864.5281,673.173315,90.533333
9/13/19 1:45,25.280333,8.285333,34.320666,52.659166,799.864063,169888.4198,673.813306,90.3
9/13/19 2:00,25.232666,8.315166,34.315333,52.685832,799.861979,169886.7125,673.546643,90.466667
9/13/19 2:15,25.186999,8.252666,34.317332,52.606248,799.858333,169881.5938,673.813306,89.666667
9/13/19 2:30,25.183999,8.260499,34.312666,52.593331,799.861979,169881.5938,673.226648,90.933333
9/13/19 2:45,25.170666,8.262333,34.289331,52.612081,799.865365,169881.5938,673.226648,89.766667
9/13/19 3:00,25.185666,8.258166,34.279999,52.673331,799.865365,169840.6333,673.546639,89.4
9/13/19 3:15,25.189332,8.244833,34.26933,52.681248,799.864583,169881.5938,673.439978,88.466667
9/13/19 3:30,25.197332,8.245166,34.259332,52.672081,799.86276,169890.126,673.439978,88.5
9/13/19 3:45,25.191332,8.251666,34.322666,52.599999,799.865365,169852.5802,673.653308,88.066667
9/13/19 4:00,25.212333,8.241333,34.488665,52.379582,799.870573,169878.1813,673.653308,89.3
9/13/19 4:15,25.186999,8.257999,34.480665,52.359165,799.86224,169881.5938,673.493311,89.233333
9/13/19 4:30,25.192666,8.254166,34.480666,52.417499,799.864583,169881.5938,673.813306,89.1
9/13/19 4:45,25.213999,8.237333,34.463998,52.447082,799.867708,169794.5531,672.159981,87.9
9/13/19 5:00,25.176333,8.249499,34.451998,52.443748,799.869271,169881.5938,673.706641,87.833333
9/13/19 5:15,25.102666,8.241499,34.445331,52.414582,799.870312,169881.5938,674.026636,88.3
9/13/19 5:30,25.071333,8.241166,34.432664,52.428332,799.873698,169883.3,673.226648,87.166667
9/13/19 5:45,25.076333,8.245499,34.425331,52.337082,803.873958,169886.7125,673.653308,87.166667
9/13/19 6:00,25.084666,8.241833,34.413333,52.397499,803.873177,169883.3,673.653308,87.333333
9/13/19 6:15,25.077999,8.241499,34.401998,52.387082,803.871354,169881.5938,673.599976,87.533333
9/13/19 6:30,25.076333,8.245999,34.395998,52.369166,803.86875,169881.5938,673.493311,87.266667
9/13/19 6:45,25.072999,8.237999,34.389332,52.428332,803.872135,169741.6469,673.973299,86.433333
9/13/19 7:00,25.063333,8.259333,34.388666,52.450414,803.868229,169881.5938,673.27998,87.5
9/13/19 7:15,25.052,8.267166,34.376665,52.429998,803.873698,169890.126,674.346631,87.966667
9/13/19 7:30,25.039333,8.254833,34.454665,52.549998,803.869792,169891.8313,673.759973,88.733333
9/13/19 7:45,25.047999,8.256,34.303332,52.464165,803.872396,169883.3,673.333313,88.2
9/13/19 8:00,25.024999,8.288833,34.370664,52.286665,803.869531,169886.7125,673.493311,87.6
9/13/19 8:15,25.030332,8.277833,34.307998,52.386248,803.86849,169881.5938,673.599976,88.466667
9/13/19 8:30,25.055999,8.283666,34.367998,52.369998,803.874479,169890.125,673.706641,88.8
9/13/19 8:45,25.071999,8.320666,34.391332,52.385415,803.872396,169886.7125,673.866638,89.233333
9/13/19 9:00,25.082666,8.321333,34.392666,52.410832,803.873698,169881.5938,673.866638,90.6
9/13/19 9:15,25.084999,8.305499,34.399332,52.436665,803.871094,169881.5938,673.439978,91.233333
9/13/19 9:30,25.093666,8.316833,34.401331,52.408749,803.870573,169874.7677,673.119983,92.066667
9/13/19 9:45,25.052666,8.346499,34.415332,52.429581,803.870312,169888.4188,673.27998,92.766667
9/13/19 10:00,25.045333,8.399666,34.42733,52.458332,803.867708,169881.5938,673.27998,93.1
9/13/19 10:15,25.053333,8.420166,34.437331,52.426665,803.868229,169883.3,673.333313,94.1
9/13/19 10:30,25.064999,8.425833,34.449997,52.453332,803.867969,169881.5938,672.693323,94.066667
9/13/19 10:45,25.072666,8.429333,34.453331,52.459582,803.869271,169845.7552,674.079968,95.366667
9/13/19 11:00,25.082999,8.432666,34.463998,52.430832,803.861719,169881.5938,673.759973,97.133333
9/13/19 11:15,25.187999,8.445999,34.481332,52.454582,803.865365,169881.5938,673.599976,97.333333
9/13/19 11:30,25.188999,8.446833,34.291999,52.593748,803.866406,169881.5938,673.973303,98.433333
9/13/19 11:45,25.171332,8.4675,34.310666,52.543332,803.865885,169881.5938,673.439978,97.833333
9/13/19 12:00,25.178999,8.4455,34.395999,52.414999,803.867187,169881.5938,673.333313,99.133333
9/13/19 12:15,25.178999,8.478,34.268664,52.611249,803.863281,169881.5938,673.653308,99.766667
9/13/19 12:30,25.183666,8.469666,34.272664,52.595414,803.861979,169881.5938,673.706641,100.333333
9/13/19 12:45,25.209333,8.495666,34.314664,52.627499,803.860156,169881.5938,673.866638,99.6
9/13/19 13:00,25.174333,8.4675,34.305331,52.608748,803.861979,169881.5938,673.599976,99.633333
9/13/19 13:15,25.166666,8.512333,34.317998,52.655416,803.8625,169881.5938,673.439978,99.5
9/13/19 13:30,25.172999,8.4865,34.291331,52.641248,803.861719,169885.0063,673.653308,101.3
9/13/19 13:45,25.177999,8.474,34.294665,52.615415,803.863802,169881.5938,673.599976,99.566667
9/13/19 14:00,25.159999,8.482833,34.295332,52.627083,803.85625,169881.5938,673.706641,100.766667
9/13/19 14:15,25.157999,8.489333,34.290664,52.662498,803.860677,169789.4333,673.599976,100.3
9/13/19 14:30,25.182332,8.4865,34.296665,52.645832,803.861719,169883.3,673.919971,99.933333
